event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00100009,2025-03-18,EMP01793,CC0114,EN,1,Lateral Deployment,,XXX,CA,2025-03-20 06:00:00,PAYROLL
EVT00100643,2025-03-14,EMP03019,CC0080,PA,2,Departure,,USD,USA,2025-03-15 02:00:00,CORE_HR
EVT00100438,2025-03-08,EMP03256,CC0053,PA,1,Departure,,CAD,CA,2025-03-08 10:00:00,PAYROLL
EVT00101108,2025-03-22,EMP00768,CC0100,EX,2,Performance Pay,18318.02,CAD,CAN,2025-03-23 10:00:00,CORE_HR
EVT00100651,2025-03-22,EMP01509,CC0004,EX,3,Lateral Deployment,,CAD,CA,2025-03-22 21:00:00,PAYROLL
EVT00101239,2025-03-04,EMP02086,CC0058,PA,1,Step Increment,68776.65,CAD,CA,2025-03-04 09:00:00,PAYROLL
EVT00100863,2025-03-23,EMP02930,CC0050,PA,4,Step Increment,92310.92,CAD,CA,2025-03-23 09:00:00,PAYROLL
EVT00099696,2025-03-08,EMP04694,CC0064,CR,4,Lateral Deployment,,CAD,CAN,2025-03-08 11:00:00,CORE_HR
EVT00100714,2025-03-13,EMP03903,CC0034,FI,4,Step Increment,122628.66,CAD,CA,2025-03-13 16:00:00,PAYROLL
EVT00101257,2025-03-23,EMP02384,CC0074,EN,1,Leave Return,,BRL,BRA,2025-03-23 11:00:00,CORE_HR
EVT00100085,2025-03-07,EMP04040,CC0045,EX,2,Leave Return,,CAD,CAN,2025-03-08 10:00:00,CORE_HR
EVT00101157,2025-03-08,EMP04212,CC0001,IT,1,Step Increment,87971.41,CAD,CAN,2025-03-09 09:00:00,CORE_HR
EVT00101002,2025-03-20,EMP01416,CC0101,CR,2,Leave Start,,CAD,CAN,2025-03-20 13:00:00,CORE_HR
EVT00100058,2025-03-23,EMP04323,CC0091,EN,5,Step Increment,157155.87,CAD,CAN,2025-03-24 12:00:00,CORE_HR
EVT00099767,2025-03-07,EMP01532,CC0053,CR,3,Lateral Deployment,,CAD,CA,2025-03-08 05:00:00,PAYROLL
EVT00101408,2025-03-11,EMP04449,CC0026,PA,2,Performance Pay,10165.67,CAD,CAN,2025-03-12 15:00:00,CORE_HR
EVT00100999,2025-03-04,EMP02286,CC0120,IT,4,Leave Return,,CAD,CAN,2025-03-04 10:00:00,CORE_HR
