event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00027425,2022-02-22,EMP00371,CC0093,AS,5,Promotion,71263.62,CAD,CAN,2022-02-23 15:00:00,CORE_HR
EVT00027107,2022-02-03,EMP04830,CC0093,IT,1,Promotion,85064.2,CAD,CAN,2022-02-03 16:00:00,CORE_HR
EVT00026624,2022-02-11,EMP00463,CC0054,EC,2,Leave Return,,KES,KE,2022-02-12 14:00:00,PAYROLL
EVT00027062,2022-02-05,EMP01892,CC0076,PA,2,Step Increment,76781.92,CAD,CAN,2022-02-06 10:00:00,CORE_HR
EVT00025811,2022-02-11,EMP01546,CC0048,EC,1,Step Increment,72547.79,CAD,CAN,2022-02-11 09:00:00,CORE_HR
EVT00027302,2022-02-09,EMP04681,CC0050,FI,1,Lateral Deployment,,CAD,CAN,2022-02-10 09:00:00,CORE_HR
EVT00026634,2022-02-22,EMP02279,CC0093,EX,1,Step Increment,127668.64,CAD,CAN,2022-02-22 07:00:00,CORE_HR
EVT00027181,2022-02-26,EMP01260,CC0030,IT,5,Leave Start,,GBP,GBR,2022-02-26 18:00:00,CORE_HR
EVT00027099,2022-02-17,EMP00037,CC0038,PA,1,Leave Start,,CAD,CAN,2022-02-17 20:00:00,CORE_HR
EVT00026142,2022-02-11,EMP01038,CC0035,EX,1,Performance Pay,7801.88,CAD,CAN,2022-02-11 06:00:00,CORE_HR
EVT00027024,2022-02-04,EMP02251,CC0101,EC,3,Performance Pay,5489.51,CAD,CAN,2022-02-05 07:00:00,CORE_HR
EVT00027010,2022-02-19,EMP01295,CC0082,AS,2,Performance Pay,6505.82,CAD,CAN,2022-02-19 16:00:00,CORE_HR
EVT00027495,2022-02-23,EMP01966,CC0068,EC,1,Lateral Deployment,,CAD,CAN,2022-02-24 08:00:00,CORE_HR
EVT00025914,2022-02-04,EMP03543,CC0010,FI,2,Leave Return,,CAD,CA,2022-02-05 08:00:00,PAYROLL
EVT00026278,2022-02-15,EMP01232,CC0068,PA,2,Hire,69625.34,CAD,CAN,2022-02-15 10:00:00,CORE_HR
EVT00027646,2022-02-21,EMP03622,CC0014,IT,3,Departure,,CAD,CAN,2022-02-21 11:00:00,CORE_HR
EVT00027535,2022-02-10,EMP04743,CC0117,EC,3,Step Increment,94643.39,CAD,CAN,2022-02-11 04:00:00,CORE_HR
EVT00026383,2022-02-21,EMP02616,CC0076,EC,1,Hire,89433.43,CAD,CAN,2022-02-21 14:00:00,CORE_HR
EVT00026769,2022-02-05,EMP00218,CC0060,CR,1,Leave Start,,CAD,CA,2022-02-05 18:00:00,PAYROLL
EVT00025874,2022-02-10,EMP01814,CC0119,EX,1,Performance Pay,15091.36,CAD,CAN,2022-02-11 06:00:00,CORE_HR
EVT00027399,2022-02-12,EMP04549,CC0050,IT,1,Lateral Deployment,,CAD,CAN,2022-02-12 13:00:00,CORE_HR
EVT00026011,2022-02-10,EMP04334,CC0117,PA,2,Step Increment,71432.92,CAD,CAN,2022-02-11 03:00:00,CORE_HR
EVT00025913,2022-02-13,EMP01985,CC0032,PA,2,Performance Pay,4713.19,CAD,CAN,2022-02-14 06:00:00,CORE_HR
EVT00027334,2022-02-14,EMP00737,CC0048,IT,2,Leave Start,,CAD,CAN,2022-02-14 19:00:00,CORE_HR
EVT00026576,2022-02-12,EMP00193,CC0110,EN,2,Step Increment,69721.64,CAD,CAN,2022-02-12 07:00:00,CORE_HR
EVT00025844,2022-02-16,EMP03034,CC0085,FI,1,Step Increment,74188.26,CAD,CAN,2022-02-16 22:00:00,CORE_HR
EVT00027309,2022-02-27,EMP00558,CC0008,PA,1,Lateral Deployment,,CAD,CA,2022-02-28 08:00:00,PAYROLL
EVT00027483,2022-02-04,EMP04629,CC0024,FI,2,Step Increment,87880.13,CAD,CA,2022-02-04 11:00:00,PAYROLL
EVT00026208,2022-02-20,EMP04988,CC0068,EC,4,Departure,,CAD,CA,2022-02-21 14:00:00,PAYROLL
EVT00026433,2022-02-06,EMP04164,CC0038,EC,4,Departure,,CAD,CAN,2022-02-06 19:00:00,CORE_HR
EVT00027269,2022-02-14,EMP04144,CC0058,PA,3,Promotion,73774.52,CAD,CAN,2022-02-16 01:00:00,CORE_HR
EVT00026961,2022-02-09,EMP04251,CC0064,IT,4,Step Increment,121838.83,CAD,CA,2022-02-10 14:00:00,PAYROLL
EVT00026324,2022-02-25,EMP00350,CC0067,PA,4,Lateral Deployment,,CAD,CA,2022-02-25 06:00:00,PAYROLL
EVT00026999,2022-02-22,EMP04575,CC0050,IT,3,Leave Return,,CAD,CAN,2022-02-22 18:00:00,CORE_HR
EVT00027168,2022-02-20,EMP00720,CC0060,EC,2,Performance Pay,8373.85,CAD,CA,2022-02-21 02:00:00,PAYROLL
EVT00026676,2022-02-10,EMP00992,CC0004,FI,1,Promotion,69713.93,CAD,CAN,2022-02-11 08:00:00,CORE_HR
EVT00026200,2022-02-04,EMP00798,CC0033,EN,2,Performance Pay,7884.23,CAD,CAN,2022-02-05 12:00:00,CORE_HR
EVT00026913,2022-02-15,EMP03585,CC0099,AS,2,Lateral Deployment,,CAD,CAN,2022-02-17 04:00:00,CORE_HR
EVT00027272,2022-02-05,EMP04989,CC0006,AS,3,Step Increment,65145.29,CAD,CAN,2022-02-08 09:00:00,CORE_HR
EVT00026444,2022-02-16,EMP03937,CC0048,PA,2,Leave Return,,CAD,CAN,2022-02-16 18:00:00,CORE_HR
EVT00026452,2022-02-19,EMP02887,CC0033,EC,2,Lateral Deployment,,CAD,CAN,2022-02-19 10:00:00,CORE_HR
EVT00027136,2022-02-15,EMP04995,CC0017,CR,2,Step Increment,59616.92,CAD,CA,2022-02-16 03:00:00,PAYROLL
EVT00027026,2022-02-20,EMP04366,CC0063,EC,1,Performance Pay,3976.19,CAD,CA,2022-02-22 13:00:00,PAYROLL
EVT00026721,2022-02-09,EMP01273,CC0113,AS,4,Hire,75266.21,CAD,CA,2022-02-10 05:00:00,PAYROLL
EVT00027436,2022-02-01,EMP00392,CC0017,EC,5,Step Increment,152417.54,CAD,CAN,2022-02-01 15:00:00,CORE_HR
EVT00026131,2022-02-14,EMP04997,CC0033,FI,3,Leave Start,,CAD,CAN,2022-02-14 16:00:00,CORE_HR
EVT00026410,2022-02-12,EMP04639,CC0030,EX,2,Lateral Deployment,,BRL,BR,2022-02-13 01:00:00,PAYROLL
