event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00021206,2021-11-19,EMP01036,CC0042,AS,3,Departure,,CAD,CA,2021-11-20 02:00:00,PAYROLL
EVT00021719,2021-11-14,EMP00795,CC0054,CR,3,Performance Pay,3175.48,GBP,GBR,2021-11-14 18:00:00,CORE_HR
EVT00020982,2021-11-08,EMP99999,CC0014,PA,4,Hire,91217.22,CAD,CAN,2021-11-08 21:00:00,CORE_HR
EVT00021271,2021-11-27,EMP02287,CC0050,PA,5,Leave Start,,CAD,CAN,2021-11-28 11:00:00,CORE_HR
EVT00020268,2021-11-24,EMP00239,CC0097,PA,2,Step Increment,70313.23,CAD,CA,2021-11-24 18:00:00,PAYROLL
EVT00020633,2021-11-02,EMP02237,CC0074,PA,3,Performance Pay,23322.74,BRL,BRA,2021-11-03 06:00:00,CORE_HR
EVT00020987,2021-11-04,EMP01835,CC0082,CR,1,Leave Start,,CAD,CAN,2021-11-04 13:00:00,CORE_HR
EVT00020634,2021-11-09,EMP02290,CC0099,AS,2,Leave Start,,XXX,CA,2021-11-10 01:00:00,PAYROLL
EVT00021082,2021-11-19,EMP02312,CC0063,IT,3,Lateral Deployment,,CAD,CA,2021-11-20 10:00:00,PAYROLL
EVT00019870,2021-11-22,EMP04815,CC0050,IT,1,Hire,74177.88,CAD,CAN,2021-11-23 01:00:00,CORE_HR
EVT00021066,2021-11-19,EMP03061,CC0031,EC,2,Departure,,SGD,SGP,2021-11-20 02:00:00,CORE_HR
EVT00021675,2021-11-07,EMP02523,CC0072,CR,3,Step Increment,64139.99,CAD,CAN,2021-11-07 07:00:00,CORE_HR
EVT00020884,2021-11-27,EMP03096,CC0103,EN,1,Leave Start,,CAD,CAN,2021-11-28 03:00:00,CORE_HR
EVT00021042,2021-11-21,EMP02103,CC0051,EX,2,Leave Start,,CAD,CA,2021-11-23 21:00:00,PAYROLL
