event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00013966,2021-08-09,EMP00901,CC0021,FI,5,Step Increment,105103.72,CAD,CAN,2021-08-09 12:00:00,CORE_HR
EVT00013735,2021-08-18,EMP02086,CC0058,PA,1,Hire,50663.78,CAD,CAN,2021-08-18 12:00:00,CORE_HR
EVT00015179,2021-08-08,EMP03564,CC0035,PA,1,Performance Pay,6715.85,CAD,CAN,2021-08-09 05:00:00,CORE_HR
EVT00015452,2021-08-13,EMP01076,CC0102,IT,1,Step Increment,57108.95,CAD,CAN,2021-08-14 01:00:00,CORE_HR
EVT00015088,2021-08-21,EMP00799,CC0090,PA,4,Leave Start,,CAD,CAN,2021-08-22 01:00:00,CORE_HR
EVT00013759,2021-08-05,EMP01786,CC0089,IT,1,Step Increment,78545.19,CAD,CA,2021-08-05 16:00:00,PAYROLL
EVT00014304,2021-08-20,EMP02795,CC0031,PA,2,Lateral Deployment,,GBP,GBR,2021-08-20 16:00:00,CORE_HR
EVT00014090,2021-08-11,EMP02701,CC0020,IT,3,Leave Start,,CAD,CAN,2021-08-12 05:00:00,CORE_HR
EVT00014125,2021-08-04,EMP03863,CC0094,PA,2,Step Increment,69090.89,CAD,CAN,2021-08-05 00:00:00,CORE_HR
EVT00014648,2021-08-14,EMP01852,CC0093,CR,1,Step Increment,47132.74,CAD,CAN,2021-08-15 09:00:00,CORE_HR
EVT00013868,2021-08-18,EMP04059,CC0118,FI,1,Hire,64038.13,CAD,CAN,2021-08-18 06:00:00,CORE_HR
EVT00015663,2021-08-20,EMP04897,CC0068,PA,2,Performance Pay,5239.94,CAD,CA,2021-08-23 08:00:00,PAYROLL
EVT00015367,2021-08-03,EMP03412,CC0052,IT,2,Performance Pay,5042.35,CAD,CAN,2021-08-03 14:00:00,CORE_HR
EVT00015367,2021-08-03,EMP03412,CC0052,IT,2,Performance Pay,5042.35,CAD,CAN,2021-08-05 06:00:00,CORE_HR
EVT00014808,2021-08-19,EMP01243,CC0074,FI,3,Performance Pay,12110.93,AUD,AUS,2021-08-20 11:00:00,CORE_HR
EVT00015041,2021-08-03,EMP01662,CC0019,PA,2,Step Increment,71506.64,CAD,CAN,2021-08-03 11:00:00,CORE_HR
EVT00013780,2021-08-26,EMP04179,CC0108,IT,3,Hire,108048.19,SGD,SG,2021-08-26 07:00:00,PAYROLL
EVT00015040,2021-08-25,EMP02888,CC0052,CR,2,Leave Return,,CAD,CAN,2021-08-25 18:00:00,CORE_HR
EVT00014288,2021-08-10,EMP00255,CC0036,AS,5,Step Increment,77792.77,CAD,CAN,2021-08-10 15:00:00,CORE_HR
EVT00014826,2021-08-19,EMP01419,CC0061,PA,1,Step Increment,56017.64,CAD,CAN,2021-08-19 21:00:00,CORE_HR
EVT00014068,2021-08-14,EMP02367,CC0109,IT,2,Hire,99279.22,CAD,CAN,2021-08-14 14:00:00,CORE_HR
EVT00015113,2021-08-19,EMP01052,CC0072,EN,3,Step Increment,104533.93,CAD,CAN,2021-08-20 13:00:00,CORE_HR
EVT00015066,2021-08-04,EMP03825,CC0120,CR,5,Step Increment,76301.59,CAD,CAN,2021-08-04 19:00:00,CORE_HR
EVT00014833,2021-08-05,EMP03483,CC0001,EX,3,Step Increment,182815.72,CAD,CAN,2021-08-06 11:00:00,CORE_HR
EVT00015118,2021-08-20,EMP03998,CC0049,EN,4,Performance Pay,8051.69,USD,USA,2021-08-20 20:00:00,CORE_HR
EVT00014364,2021-08-16,EMP01735,CC0096,FI,1,Leave Return,,CAD,CA,2021-08-17 11:00:00,PAYROLL
EVT00013986,2021-08-14,EMP02731,CC0016,PA,2,Performance Pay,7272.8,CAD,CAN,2021-08-14 08:00:00,CORE_HR
EVT00015229,2021-08-01,EMP03253,CC0069,CR,1,Step Increment,53885.91,CAD,CAN,2021-08-01 20:00:00,CORE_HR
EVT00014365,2021-08-09,EMP03143,CC0092,PA,2,Step Increment,51841.35,CAD,CAN,2021-08-09 16:00:00,CORE_HR
EVT00015037,2021-08-26,EMP01537,CC0100,EN,1,Hire,79532.77,CAD,CAN,2021-08-27 04:00:00,CORE_HR
EVT00015133,2021-08-23,EMP01173,CC0061,FI,3,Lateral Deployment,,CAD,CAN,2021-08-24 09:00:00,CORE_HR
EVT00014612,2021-08-13,EMP00435,CC0001,EX,1,Step Increment,121481.1,CAD,CA,2021-08-13 09:00:00,PAYROLL
EVT00015490,2021-08-14,EMP00214,CC0057,EC,3,Leave Return,,XXX,CAN,2021-08-15 05:00:00,CORE_HR
EVT00014798,2021-08-25,EMP02342,CC0059,IT,4,Performance Pay,5707.33,CAD,CAN,2021-08-25 06:00:00,CORE_HR
EVT00013890,2021-08-01,EMP00079,CC0043,EC,1,Hire,79183.31,CAD,CAN,2021-08-02 02:00:00,CORE_HR
EVT00015446,2021-08-15,EMP03069,CC0018,IT,5,Step Increment,135083.22,CAD,CA,2021-08-16 01:00:00,PAYROLL
EVT00015512,2021-08-14,EMP04417,CC0077,AS,3,Performance Pay,5550.76,CAD,CAN,2021-08-14 07:00:00,CORE_HR
EVT00014111,2021-08-20,EMP04319,CC0110,AS,3,Leave Start,,CAD,CA,2021-08-20 11:00:00,PAYROLL
EVT00013918,2021-08-18,EMP03861,CC0001,AS,5,Promotion,74756.43,CAD,CAN,2021-08-18 20:00:00,CORE_HR
EVT00014077,2021-08-03,EMP02040,CC0068,IT,1,Step Increment,85233.97,CAD,CAN,2021-08-03 12:00:00,CORE_HR
EVT00014559,2021-08-03,EMP00717,CC0115,CR,2,Step Increment,56349.93,CAD,CA,2021-08-03 09:00:00,PAYROLL
EVT00015567,2021-08-16,EMP04281,CC0067,EC,2,Step Increment,87081.3,CAD,CA,2021-08-17 15:00:00,PAYROLL
EVT00014445,2021-08-22,EMP00600,CC0072,CR,1,Performance Pay,2234.15,CAD,CAN,2021-08-23 15:00:00,CORE_HR
EVT00014072,2021-08-22,EMP01586,CC0111,EN,1,Step Increment,47770.07,GBP,GB,2021-08-24 08:00:00,PAYROLL
EVT00014918,2021-08-06,EMP03204,CC0078,PA,5,Step Increment,89736.38,CAD,CAN,2021-08-07 05:00:00,CORE_HR
EVT00015038,2021-08-09,EMP00125,CC0112,IT,1,Performance Pay,3725.43,CAD,CAN,2021-08-10 12:00:00,CORE_HR
EVT00014488,2021-08-24,EMP02484,CC0089,EC,2,Lateral Deployment,,CAD,CAN,2021-08-25 04:00:00,CORE_HR
EVT00014944,2021-08-21,EMP02138,CC0016,PA,3,Promotion,83991.02,CAD,CA,2021-08-21 16:00:00,PAYROLL
EVT00014229,2021-08-08,EMP02283,CC0080,AS,1,Leave Return,,XXX,SGP,2021-08-09 07:00:00,CORE_HR
EVT00014140,2021-08-26,EMP01148,CC0103,EX,2,Step Increment,143174.08,CAD,CA,2021-08-27 05:00:00,PAYROLL
EVT00015076,2021-08-22,EMP03754,CC0080,FI,4,Performance Pay,3463.34,GBP,GBR,2021-08-23 10:00:00,CORE_HR
EVT00014041,2021-08-26,EMP02283,CC0080,AS,1,Leave Return,,GBP,GB,2021-08-26 09:00:00,PAYROLL
EVT00015250,2021-08-14,EMP03084,CC0072,AS,3,Lateral Deployment,,CAD,CAN,2021-08-14 06:00:00,CORE_HR
EVT00014110,2021-08-04,EMP01063,CC0092,EC,3,Step Increment,96883.41,CAD,CAN,2021-08-04 15:00:00,CORE_HR
EVT00013854,2021-08-13,EMP02870,CC0015,CR,3,Leave Return,,CAD,CAN,2021-08-13 22:00:00,CORE_HR
EVT00014036,2021-08-22,EMP01841,CC0037,FI,1,Leave Start,,CAD,CA,2021-08-23 02:00:00,PAYROLL
EVT00014979,2021-08-09,EMP01336,CC0002,AS,1,Step Increment,44614.97,CAD,CAN,2021-08-09 16:00:00,CORE_HR
EVT00014592,2021-08-04,EMP02940,CC0051,PA,3,Promotion,80407.8,CAD,CAN,2021-08-04 20:00:00,CORE_HR
EVT00014950,2021-08-26,EMP00044,CC0011,CR,3,Step Increment,65286.79,CAD,CAN,2021-08-27 15:00:00,CORE_HR
EVT00013899,2021-08-08,EMP01699,CC0042,PA,4,Step Increment,100417.91,CAD,CA,2021-08-10 02:00:00,PAYROLL
EVT00015208,2021-08-11,EMP02040,CC0068,IT,1,Step Increment,84358.94,CAD,CAN,2021-08-12 12:00:00,CORE_HR
EVT00014187,2021-08-04,EMP04644,CC0027,CR,4,Lateral Deployment,,CAD,CAN,2021-08-04 16:00:00,CORE_HR
EVT00014613,2021-08-17,EMP01434,CC0119,IT,3,Step Increment,96023.09,CAD,CA,2021-08-18 09:00:00,PAYROLL
EVT00015530,2021-08-13,EMP03421,CC0083,IT,1,Leave Return,,CAD,CA,2021-08-13 21:00:00,PAYROLL
EVT00014392,2021-08-22,EMP04661,CC0032,PA,1,Step Increment,65096.58,CAD,CA,2021-08-22 17:00:00,PAYROLL
EVT00014091,2021-08-02,EMP01614,CC0107,EC,4,Promotion,110766.55,CAD,CAN,2021-08-02 16:00:00,CORE_HR
EVT00014471,2021-08-07,EMP04585,CC0061,PA,1,Leave Start,,CAD,CAN,2021-08-08 01:00:00,CORE_HR
EVT00013732,2021-08-21,EMP03355,CC0087,FI,3,Performance Pay,11107.68,CAD,CAN,2021-08-22 05:00:00,CORE_HR
EVT00014059,2021-08-03,EMP04772,CC0056,IT,3,Step Increment,93969.15,CAD,CA,2021-08-04 17:00:00,PAYROLL
EVT00014682,2021-08-25,EMP02656,CC0079,EN,1,Performance Pay,6451.6,CAD,CA,2021-08-26 15:00:00,PAYROLL
EVT00015189,2021-08-01,EMP01416,CC0101,CR,2,Performance Pay,5300.86,CAD,CAN,2021-08-02 09:00:00,CORE_HR
EVT00015327,2021-08-10,EMP04649,CC0006,FI,3,Departure,,CAD,CA,2021-08-11 04:00:00,PAYROLL
EVT00014909,2021-08-26,EMP01551,CC0025,CR,1,Step Increment,47602.21,CAD,CAN,2021-08-26 17:00:00,CORE_HR
EVT00014840,2021-08-16,EMP04077,CC0103,IT,3,Step Increment,96637.67,CAD,CA,2021-08-16 15:00:00,PAYROLL
EVT00014608,2021-08-19,EMP01519,CC0047,CR,2,Leave Start,,CAD,CA,2021-08-19 09:00:00,PAYROLL
EVT00014022,2021-08-11,EMP02669,CC0047,EX,3,Performance Pay,8128.79,CAD,CAN,2021-08-14 23:00:00,CORE_HR
EVT00013910,2021-08-27,EMP02490,CC0019,IT,1,Performance Pay,9595.59,CAD,CAN,2021-08-28 10:00:00,CORE_HR
EVT00015652,2021-08-16,EMP01739,CC0119,EN,3,Leave Return,,CAD,CA,2021-08-17 13:00:00,PAYROLL
EVT00014422,2021-08-18,EMP03919,CC0083,PA,4,Lateral Deployment,,CAD,CAN,2021-08-19 11:00:00,CORE_HR
EVT00015629,2021-08-22,EMP03473,CC0037,CR,3,Step Increment,60741.65,CAD,CAN,2021-08-23 03:00:00,CORE_HR
EVT00015503,2021-08-16,EMP01365,CC0086,EX,1,Step Increment,119036.44,USD,USA,2021-08-16 23:00:00,CORE_HR
EVT00013822,2021-08-25,EMP00366,CC0054,EN,1,Performance Pay,5941.4,GBP,GBR,2021-08-26 13:00:00,CORE_HR
EVT00014575,2021-08-15,EMP00801,CC0023,FI,1,Hire,87947.85,CAD,CA,2021-08-16 11:00:00,PAYROLL
EVT00014241,2021-08-27,EMP03969,CC0033,AS,1,Step Increment,45761.12,CAD,CA,2021-08-28 14:00:00,PAYROLL
EVT00014382,2021-08-23,EMP01570,CC0070,EN,2,Lateral Deployment,,CAD,CA,2021-08-24 15:00:00,PAYROLL
