event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00061690,2023-07-23,EMP00197,CC0100,PA,1,Step Increment,61547.1,CAD,CAN,2023-07-24 02:00:00,CORE_HR
EVT00060021,2023-07-11,EMP03997,CC0050,IT,3,Leave Start,,CAD,CA,2023-07-12 02:00:00,PAYROLL
EVT00059869,2023-07-01,EMP03955,CC0091,EC,2,Promotion,84568.29,XXX,CAN,2023-07-01 08:00:00,CORE_HR
EVT00059931,2023-07-16,EMP04206,CC0110,PA,3,Performance Pay,4611.47,CAD,CA,2023-07-17 05:00:00,PAYROLL
EVT00061519,2023-07-01,EMP04647,CC0045,EX,2,Step Increment,151554.89,CAD,CAN,2023-07-02 05:00:00,CORE_HR
EVT00060032,2023-07-09,EMP01429,CC0080,EC,4,Lateral Deployment,,KES,KEN,2023-07-10 11:00:00,CORE_HR
EVT00061183,2023-07-24,EMP04078,CC0101,PA,1,Promotion,62271.91,CAD,CA,2023-07-24 13:00:00,PAYROLL
EVT00060603,2023-07-23,EMP02883,CC0082,EX,1,Leave Return,,CAD,CA,2023-07-23 20:00:00,PAYROLL
EVT00059905,2023-07-13,EMP05170,CC0096,CR,1,Lateral Deployment,,CAD,CA,2023-07-14 07:00:00,PAYROLL
EVT00060043,2023-07-02,EMP00609,CC0056,FI,3,Step Increment,105171.11,CAD,CA,2023-07-03 13:00:00,PAYROLL
EVT00061494,2023-07-17,EMP00446,CC0004,PA,5,Step Increment,103409.37,CAD,CA,2023-07-18 11:00:00,PAYROLL
EVT00061741,2023-07-18,EMP03760,CC0058,AS,1,Leave Start,,CAD,CAN,2023-07-19 03:00:00,CORE_HR
EVT00061301,2023-07-16,EMP03482,CC0046,EN,2,Departure,,BRL,BRA,2023-07-18 17:00:00,CORE_HR
EVT00060283,2023-07-23,EMP04141,CC0006,PA,3,Step Increment,78935.27,CAD,CA,2023-07-24 12:00:00,PAYROLL
EVT00060437,2023-07-11,EMP04694,CC0064,CR,4,Performance Pay,10084.02,CAD,CAN,2023-07-11 08:00:00,CORE_HR
EVT00060122,2023-07-05,EMP02480,CC0038,FI,2,Leave Start,,CAD,CAN,2023-07-05 09:00:00,CORE_HR
EVT00061467,2023-07-07,EMP00701,CC0068,CR,1,Lateral Deployment,,CAD,CA,2023-07-08 09:00:00,PAYROLL
EVT00061672,2023-07-12,EMP02304,CC0050,IT,1,Leave Return,,CAD,CAN,2023-07-13 00:00:00,CORE_HR
EVT00061658,2023-07-02,EMP04133,CC0003,PA,1,Lateral Deployment,,CAD,CAN,2023-07-02 19:00:00,CORE_HR
EVT00061110,2023-07-20,EMP03542,CC0100,PA,3,Step Increment,71795.5,CAD,CA,2023-07-20 06:00:00,PAYROLL
