event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00088007,2024-09-02,EMP01663,CC0018,EX,2,Step Increment,177552.73,CAD,CAN,2024-09-02 17:00:00,CORE_HR
EVT00087875,2024-09-07,EMP04890,CC0003,PA,1,Step Increment,67493.36,CAD,CA,2024-09-07 12:00:00,PAYROLL
EVT00089571,2024-09-13,EMP04821,CC0005,FI,2,Performance Pay,9118.29,CAD,CA,2024-09-14 09:00:00,PAYROLL
EVT00088263,2024-09-18,EMP03970,CC0098,PA,4,Departure,,CAD,CA,2024-09-18 19:00:00,PAYROLL
EVT00089158,2024-09-15,EMP03420,CC0107,EC,1,Hire,59493.91,CAD,CAN,2024-09-15 07:00:00,CORE_HR
EVT00089121,2024-09-18,EMP04898,CC0120,EX,1,Step Increment,141414.78,CAD,CA,2024-09-18 23:00:00,PAYROLL
EVT00088886,2024-09-25,EMP03913,CC0120,IT,3,Promotion,123066.62,CAD,CAN,2024-09-26 11:00:00,CORE_HR
EVT00088267,2024-09-12,EMP02235,CC0017,AS,5,Departure,,CAD,CAN,2024-09-12 16:00:00,CORE_HR
EVT00088367,2024-09-11,EMP03189,CC0021,PA,3,Leave Return,,CAD,CAN,2024-09-11 13:00:00,CORE_HR
EVT00088569,2024-09-04,EMP00462,CC0035,PA,3,Promotion,86996.16,CAD,CAN,2024-09-04 07:00:00,CORE_HR
EVT00088063,2024-09-25,EMP04460,CC0083,FI,4,Performance Pay,7332.49,CAD,CA,2024-09-26 01:00:00,PAYROLL
EVT00089230,2024-09-01,EMP00130,CC0026,FI,2,Lateral Deployment,,CAD,CA,2024-09-01 15:00:00,PAYROLL
EVT00089853,2024-09-18,EMP00563,CC0053,IT,1,Performance Pay,7704.02,CAD,CAN,2024-09-18 17:00:00,CORE_HR
EVT00088877,2024-09-17,EMP01424,CC0022,AS,2,Step Increment,58366.36,CAD,CAN,2024-09-17 21:00:00,CORE_HR
EVT00088966,2024-09-15,EMP04281,CC0067,EC,2,Hire,92524.56,CAD,CAN,2024-09-15 23:00:00,CORE_HR
EVT00088463,2024-09-27,EMP03112,CC0081,FI,1,Leave Return,,CAD,CAN,2024-09-27 12:00:00,CORE_HR
EVT00089755,2024-09-16,EMP02550,CC0088,EN,4,Step Increment,139819.72,AUD,AUS,2024-09-17 08:00:00,CORE_HR
EVT00089741,2024-09-20,EMP04970,CC0008,CR,2,Step Increment,65684.93,CAD,CAN,2024-09-21 03:00:00,CORE_HR
EVT00088434,2024-09-21,EMP00380,CC0058,CR,1,Lateral Deployment,,CAD,CA,2024-09-21 14:00:00,PAYROLL
EVT00088127,2024-09-14,EMP00652,CC0073,IT,4,Step Increment,128139.3,CAD,CAN,2024-09-14 19:00:00,CORE_HR
EVT00089123,2024-09-02,EMP04211,CC0113,AS,2,Leave Start,,CAD,CAN,2024-09-02 13:00:00,CORE_HR
EVT00089135,2024-09-13,EMP01544,CC0052,FI,1,Leave Start,,CAD,CAN,2024-09-13 21:00:00,CORE_HR
EVT00088222,2024-09-21,EMP00462,CC0035,PA,3,Promotion,90597.75,CAD,CAN,2024-09-22 00:00:00,CORE_HR
EVT00087933,2024-09-01,EMP03391,CC0029,PA,3,Step Increment,8231224.88,JPY,JP,2024-09-02 07:00:00,PAYROLL
EVT00089838,2024-09-13,EMP00151,CC0001,EX,1,Leave Start,,CAD,CA,2024-09-14 11:00:00,PAYROLL
EVT00088132,2024-09-09,EMP02312,CC0063,IT,3,Departure,,CAD,CAN,2024-09-09 15:00:00,CORE_HR
EVT00088511,2024-09-03,EMP04661,CC0032,PA,1,Step Increment,65058.48,CAD,CA,2024-09-03 17:00:00,PAYROLL
EVT00089610,2024-09-19,EMP02097,CC0063,IT,3,Performance Pay,13344.58,CAD,CA,2024-09-20 01:00:00,PAYROLL
EVT00088094,2024-09-23,EMP02090,CC0025,FI,1,Step Increment,83834.21,CAD,CAN,2024-09-24 12:00:00,CORE_HR
