event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00051481,2023-02-19,EMP03917,CC0072,IT,1,Step Increment,90415.62,CAD,CA,2023-02-19 10:00:00,PAYROLL
EVT00051162,2023-02-13,EMP02084,CC0052,IT,3,Step Increment,111158.47,CAD,CA,2023-02-14 13:00:00,PAYROLL
EVT00050679,2023-02-26,EMP02134,CC0116,EN,2,Step Increment,95789.42,CAD,CA,2023-02-26 11:00:00,PAYROLL
EVT00051117,2023-02-02,EMP04939,CC0096,EX,1,Departure,,CAD,CAN,2023-02-02 13:00:00,CORE_HR
EVT00049866,2023-02-16,EMP03683,CC0083,FI,2,Step Increment,102952.19,CAD,CAN,2023-02-17 01:00:00,CORE_HR
EVT00051358,2023-02-09,EMP01259,CC0112,IT,2,Performance Pay,6390.23,CAD,CAN,2023-02-10 00:00:00,CORE_HR
EVT00050689,2023-02-21,EMP04523,CC0108,IT,1,Step Increment,217816.55,AED,ARE,2023-02-22 06:00:00,CORE_HR
EVT00051236,2023-02-10,EMP01309,CC0029,AS,2,Lateral Deployment,,SGD,SGP,2023-02-10 21:00:00,CORE_HR
EVT00051154,2023-02-04,EMP02242,CC0042,IT,3,Leave Return,,CAD,CAN,2023-02-04 15:00:00,CORE_HR
EVT00050197,2023-02-18,EMP00869,CC0031,IT,4,Leave Start,,SGD,SGP,2023-02-19 06:00:00,CORE_HR
EVT00051079,2023-02-25,EMP01656,CC0011,IT,1,Leave Return,,CAD,CAN,2023-02-26 09:00:00,CORE_HR
EVT00051190,2023-02-19,EMP01160,CC0072,CR,4,Hire,62300.1,CAD,CAN,2023-02-20 19:00:00,CORE_HR
EVT00051548,2023-02-08,EMP01402,CC0099,EN,3,Leave Return,,CAD,CAN,2023-02-09 02:00:00,CORE_HR
EVT00049969,2023-02-10,EMP04176,CC0001,IT,2,Promotion,97914.87,CAD,CA,2023-02-11 11:00:00,PAYROLL
EVT00050333,2023-02-02,EMP01538,CC0115,PA,2,Promotion,72961.82,CAD,CAN,2023-02-02 15:00:00,CORE_HR
EVT00051703,2023-02-15,EMP00526,CC0108,IT,1,Leave Return,,KES,KEN,2023-02-15 12:00:00,CORE_HR
EVT00051591,2023-02-09,EMP02405,CC0065,AS,2,Step Increment,50560.02,EUR,FR,2023-02-09 17:00:00,PAYROLL
EVT00050438,2023-02-16,EMP04847,CC0114,AS,3,Leave Return,,CAD,CAN,2023-02-16 17:00:00,CORE_HR
EVT00050824,2023-02-27,EMP03718,CC0048,PA,3,Leave Start,,CAD,CAN,2023-02-27 14:00:00,CORE_HR
EVT00049929,2023-02-16,EMP00029,CC0079,AS,2,Promotion,67681.46,CAD,CAN,2023-02-16 06:00:00,CORE_HR
EVT00051455,2023-02-06,EMP03445,CC0046,PA,2,Performance Pay,461894.08,JPY,JP,2023-02-06 17:00:00,PAYROLL
EVT00050066,2023-02-26,EMP00327,CC0027,EN,1,Promotion,90900.15,CAD,CAN,2023-02-27 00:00:00,CORE_HR
EVT00049968,2023-02-24,EMP01779,CC0020,EN,2,Leave Start,,CAD,CAN,2023-02-25 08:00:00,CORE_HR
