event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00083804,2024-06-01,EMP00257,CC0065,IT,3,Step Increment,84523.71,GBP,GB,2024-06-01 22:00:00,PAYROLL
EVT00083034,2024-06-05,EMP04278,CC0039,FI,2,Departure,,CAD,CA,2024-06-05 15:00:00,PAYROLL
EVT00082881,2024-06-12,EMP02027,CC0036,IT,4,Performance Pay,6174.9,CAD,CAN,2024-06-12 06:00:00,CORE_HR
EVT00083010,2024-06-16,EMP00593,CC0075,FI,3,Step Increment,93418.25,CAD,CAN,2024-06-16 14:00:00,CORE_HR
EVT00083632,1900-01-01,EMP03563,CC0115,IT,4,Leave Start,,CAD,CAN,2024-06-09 03:00:00,CORE_HR
EVT00082687,2024-06-23,EMP03958,CC0082,AS,1,Leave Return,,CAD,CAN,2024-06-24 04:00:00,CORE_HR
EVT00082914,2024-06-02,EMP04190,CC0009,CR,2,Step Increment,42776.29,USD,USA,2024-06-02 17:00:00,CORE_HR
EVT00082334,2024-06-17,EMP00600,CC0072,CR,1,Step Increment,44558.01,CAD,CA,2024-06-18 10:00:00,PAYROLL
EVT00083240,2024-06-08,EMP00072,CC0048,PA,1,Performance Pay,6043.21,CAD,CAN,2024-06-09 07:00:00,CORE_HR
EVT00082176,2024-06-27,EMP00194,CC0005,PA,2,Step Increment,70164.9,CAD,CAN,2024-06-28 10:00:00,CORE_HR
EVT00083411,2024-06-24,EMP02833,CC0105,IT,3,Step Increment,76917.3,GBP,GBR,2024-06-25 12:00:00,CORE_HR
EVT00082898,2024-06-27,EMP02986,CC0085,EX,2,Leave Start,,CAD,CAN,2024-06-28 05:00:00,CORE_HR
EVT00082865,2024-06-08,EMP04231,CC0097,EN,2,Leave Start,,CAD,CAN,2024-06-08 23:00:00,CORE_HR
EVT00082581,2024-06-10,EMP04985,CC0001,EN,3,Lateral Deployment,,CAD,CA,2024-06-11 04:00:00,PAYROLL
EVT00083553,2024-06-18,EMP01886,CC0047,CR,1,Leave Return,,CAD,CAN,2024-06-18 16:00:00,CORE_HR
