event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00001179,2021-01-13,EMP03057,CC0117,IT,1,Performance Pay,3662.39,CAD,CAN,2021-01-13 18:00:00,CORE_HR
EVT00001222,2021-01-01,EMP01530,CC0052,PA,1,Step Increment,64242.15,CAD,CAN,2021-01-01 13:00:00,CORE_HR
EVT00001248,2021-01-25,EMP00226,CC0115,PA,5,Step Increment,91473.45,CAD,CA,2021-01-25 17:00:00,PAYROLL
EVT00000719,2021-01-18,EMP04746,CC0070,EC,3,Step Increment,92199.99,CAD,CA,2021-01-19 04:00:00,PAYROLL
EVT00000542,2021-01-27,EMP01273,CC0113,AS,4,Performance Pay,3258.77,CAD,CAN,2021-01-27 22:00:00,CORE_HR
EVT00000359,2021-01-08,EMP02799,CC0035,EC,1,Leave Return,,CAD,CAN,2021-01-09 06:00:00,CORE_HR
EVT00000607,2021-01-01,EMP04373,CC0032,PA,1,Step Increment,55293.14,CAD,CAN,2021-01-01 09:00:00,CORE_HR
EVT00001054,2021-01-26,EMP04212,CC0001,IT,1,Promotion,73706.62,CAD,CAN,2021-01-27 04:00:00,CORE_HR
EVT00000383,2021-01-25,EMP03187,CC0080,AS,4,Leave Start,,AUD,AUS,2021-01-25 19:00:00,CORE_HR
EVT00000918,2021-01-09,EMP01930,CC0041,IT,1,Leave Start,,CAD,CAN,2021-01-09 20:00:00,CORE_HR
EVT00000898,2021-01-11,EMP02923,CC0098,CR,2,Lateral Deployment,,CAD,CA,2021-01-11 16:00:00,PAYROLL
EVT00000161,2021-01-07,EMP99999,CC0012,CR,5,Leave Return,,CAD,CAN,2021-01-08 09:00:00,CORE_HR
EVT00000309,2021-01-21,EMP02461,CC0087,CR,2,Step Increment,51539.12,CAD,CAN,2021-01-21 13:00:00,CORE_HR
EVT00000390,2021-01-08,EMP00060,CC0089,PA,4,Step Increment,80690.51,CAD,CAN,2021-01-09 11:00:00,CORE_HR
EVT00001454,2021-01-27,EMP02079,CC0021,IT,2,Departure,,CAD,CAN,2021-01-28 14:00:00,CORE_HR
EVT00001207,2021-01-11,EMP00802,CC0036,EX,1,Performance Pay,10631.36,CAD,CAN,2021-01-11 15:00:00,CORE_HR
EVT00001646,2021-01-18,EMP00772,CC0035,FI,3,Step Increment,83232.18,CAD,CAN,2021-01-18 11:00:00,CORE_HR
EVT00000771,2021-01-10,EMP04685,CC0110,FI,4,Performance Pay,12521.15,CAD,CAN,2021-01-10 13:00:00,CORE_HR
EVT00001508,2021-01-25,EMP00859,CC0080,PA,1,Performance Pay,7105.66,AUD,AUS,2021-01-25 14:00:00,CORE_HR
EVT00000859,2021-01-21,EMP04438,CC0001,EN,1,Performance Pay,4636.65,CAD,CAN,2021-01-21 14:00:00,CORE_HR
EVT00000418,2021-01-24,EMP03658,CC0059,AS,3,Leave Return,,CAD,CAN,2021-01-25 14:00:00,CORE_HR
EVT00000503,2021-01-08,EMP02386,CC0109,PA,5,Performance Pay,9245.05,CAD,CAN,2021-01-08 22:00:00,CORE_HR
EVT00001308,2021-01-26,EMP01174,CC0036,FI,3,Leave Return,,CAD,CAN,2021-01-26 17:00:00,CORE_HR
EVT00000155,2021-01-16,EMP01270,CC0025,IT,1,Lateral Deployment,,CAD,CAN,2021-01-17 10:00:00,CORE_HR
EVT00001874,2021-01-11,EMP01495,CC0055,IT,1,Step Increment,74326.64,CAD,CA,2021-01-12 09:00:00,PAYROLL
EVT00000884,2021-01-01,EMP01994,CC0099,EN,5,Departure,,CAD,CAN,2021-01-02 05:00:00,CORE_HR
EVT00001752,2021-01-02,EMP05000,CC0031,IT,5,Step Increment,1945625.71,MXN,MEX,2021-01-03 09:00:00,CORE_HR
EVT00000560,2021-01-22,EMP01666,CC0018,AS,2,Step Increment,53212.79,CAD,CA,2021-01-23 09:00:00,PAYROLL
EVT00001771,2021-01-22,EMP02698,CC0076,AS,4,Lateral Deployment,,CAD,CA,2021-01-23 05:00:00,PAYROLL
EVT00000659,2021-01-13,EMP03555,CC0038,PA,4,Promotion,91174.25,CAD,CAN,2021-01-14 06:00:00,CORE_HR
EVT00001755,2021-01-24,EMP02560,CC0046,PA,2,Lateral Deployment,,GBP,GB,2021-01-24 16:00:00,PAYROLL
EVT00000511,2021-01-01,EMP01689,CC0062,PA,3,Lateral Deployment,,CAD,CA,2021-01-01 19:00:00,PAYROLL
EVT00000534,2021-01-05,EMP02341,CC0117,FI,3,Step Increment,91958.74,CAD,CA,2021-01-05 10:00:00,PAYROLL
EVT00000561,2021-01-17,EMP04832,CC0065,CR,1,Leave Return,,AED,ARE,2021-01-18 07:00:00,CORE_HR
EVT00000992,2021-01-18,EMP03017,CC0110,EC,2,Performance Pay,10943.76,CAD,CAN,2021-01-18 12:00:00,CORE_HR
EVT00001120,2021-01-13,EMP00255,CC0036,AS,5,Performance Pay,6666.52,CAD,CA,2021-01-13 07:00:00,PAYROLL
EVT00000190,2021-01-08,EMP02178,CC0056,PA,1,Promotion,62847.79,CAD,CAN,2021-01-08 20:00:00,CORE_HR
EVT00001219,2021-01-22,EMP02675,CC0102,CR,3,Leave Return,,CAD,CA,2021-01-23 00:00:00,PAYROLL
EVT00000480,2021-01-15,EMP01174,CC0036,FI,3,Performance Pay,6555.07,CAD,CAN,2021-01-15 17:00:00,CORE_HR
EVT00001223,2021-01-14,EMP04540,CC0044,EC,2,Step Increment,80862.87,CAD,CAN,2021-01-14 22:00:00,CORE_HR
EVT00000674,2021-01-26,EMP04686,CC0089,EC,5,Performance Pay,9191.04,CAD,CAN,2021-01-26 15:00:00,CORE_HR
EVT00001613,2021-01-07,EMP03923,CC0118,PA,4,Step Increment,88748.91,CAD,CAN,2021-01-07 17:00:00,CORE_HR
EVT00001501,2021-01-03,EMP03456,CC0031,IT,1,Step Increment,91106.93,SGD,SGP,2021-01-03 10:00:00,CORE_HR
EVT00001146,2021-01-18,EMP01700,CC0076,FI,1,Step Increment,76438.21,CAD,CAN,2021-01-18 11:00:00,CORE_HR
EVT00000815,2021-01-06,EMP02286,CC0120,IT,4,Step Increment,120002.95,CAD,CA,2021-01-06 22:00:00,PAYROLL
EVT00001484,2021-01-04,EMP01639,CC0079,FI,2,Step Increment,96756.98,CAD,CAN,2021-01-05 06:00:00,CORE_HR
EVT00000238,2021-01-06,EMP03447,CC0026,EC,1,Step Increment,79070.72,CAD,CA,2021-01-06 08:00:00,PAYROLL
