event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00035653,2022-06-22,EMP03282,CC0062,EX,3,Departure,,CAD,CAN,2022-06-22 19:00:00,CORE_HR
EVT00034353,2022-06-05,EMP00510,CC0053,PA,3,Performance Pay,4391.63,CAD,CAN,2022-06-06 11:00:00,CORE_HR
EVT00034902,2022-06-22,EMP00698,CC0109,PA,3,Leave Start,,CAD,CA,2022-06-22 15:00:00,PAYROLL
EVT00034573,2022-06-25,EMP03021,CC0016,FI,1,Performance Pay,4167.21,CAD,CAN,2022-06-25 23:00:00,CORE_HR
EVT00034112,2022-06-23,EMP03816,CC0086,PA,1,Promotion,53445.34,AUD,AU,2022-06-24 10:00:00,PAYROLL
EVT00035292,2022-06-12,EMP01188,CC0075,AS,2,Leave Start,,CAD,CA,2022-06-12 19:00:00,PAYROLL
EVT00034944,2022-06-05,EMP04183,CC0017,EN,3,Lateral Deployment,,CAD,CA,2022-06-06 06:00:00,PAYROLL
EVT00035086,2022-06-25,EMP01085,CC0035,FI,3,Performance Pay,12019.85,CAD,CAN,2022-06-25 21:00:00,CORE_HR
EVT00034058,2022-06-17,EMP00691,CC0101,PA,2,Performance Pay,6042.37,CAD,CAN,2022-06-18 02:00:00,CORE_HR
EVT00033778,2022-06-18,EMP00785,CC0111,EC,2,Departure,,MXN,MEX,2022-06-18 06:00:00,CORE_HR
EVT00034041,2022-06-16,EMP00779,CC0104,EC,2,Leave Start,,CAD,CA,2022-06-19 16:00:00,PAYROLL
EVT00034199,2022-06-26,EMP03705,CC0080,EN,1,Step Increment,53521.13,EUR,FRA,2022-06-26 23:00:00,CORE_HR
EVT00034410,2022-06-25,EMP01111,CC0006,CR,2,Hire,60800.61,CAD,CAN,2022-06-25 15:00:00,CORE_HR
EVT00035324,2022-06-17,EMP02672,CC0051,PA,2,Performance Pay,6234.97,CAD,CA,2022-06-17 07:00:00,PAYROLL
EVT00035571,2022-06-20,EMP01191,CC0031,EC,1,Lateral Deployment,,AED,ARE,2022-06-20 20:00:00,CORE_HR
EVT00034603,2022-06-17,EMP00982,CC0026,AS,3,Step Increment,66812.99,CAD,CA,2022-06-17 15:00:00,PAYROLL
EVT00035237,2022-06-25,EMP04404,CC0109,EC,4,Leave Return,,CAD,CA,2022-06-25 22:00:00,PAYROLL
EVT00034534,2022-06-22,EMP01856,CC0029,IT,1,Step Increment,71501.19,SGD,SGP,2022-06-23 01:00:00,CORE_HR
EVT00035483,2022-06-11,EMP04639,CC0030,EX,2,Step Increment,132496.29,SGD,SGP,2022-06-12 00:00:00,CORE_HR
EVT00035590,2022-06-25,EMP03621,CC0099,CR,3,Step Increment,69436.67,CAD,CAN,2022-06-25 09:00:00,CORE_HR
EVT00034849,2022-06-01,EMP03161,CC0116,CR,2,Step Increment,57452.39,CAD,CAN,2022-06-01 18:00:00,CORE_HR
EVT00035079,2022-06-08,EMP01246,CC0113,EC,2,Step Increment,67015.68,CAD,CAN,2022-06-09 15:00:00,CORE_HR
EVT00035211,2022-06-02,EMP04797,CC0097,IT,4,Performance Pay,14068.21,CAD,CA,2022-06-03 06:00:00,PAYROLL
EVT00034579,2022-06-18,EMP04290,CC0008,CR,2,Step Increment,53229.05,CAD,CAN,2022-06-18 22:00:00,CORE_HR
EVT00035162,2022-06-10,EMP04321,CC0120,EN,5,Step Increment,143271.99,CAD,CA,2022-06-11 03:00:00,PAYROLL
EVT00033826,2022-06-26,EMP02626,CC0033,CR,2,Promotion,70430.11,CAD,CAN,2022-06-26 08:00:00,CORE_HR
EVT00034138,2022-06-22,EMP04879,CC0009,EN,3,Step Increment,1280097.4,MXN,MX,2022-06-23 15:00:00,PAYROLL
EVT00035060,2022-06-05,EMP02523,CC0072,CR,3,Leave Start,,CAD,CA,2022-06-06 08:00:00,PAYROLL
EVT00035405,2022-06-04,EMP03233,CC0101,FI,3,Leave Return,,CAD,CA,2022-06-05 02:00:00,PAYROLL
EVT00033914,2022-06-03,EMP03678,CC0014,EX,2,Leave Return,,CAD,CA,2022-06-03 21:00:00,PAYROLL
EVT00034470,2022-06-16,EMP03285,CC0046,EN,2,Leave Start,,BRL,BRA,2022-06-16 13:00:00,CORE_HR
EVT00034421,2022-06-14,EMP04474,CC0039,EN,2,Departure,,CAD,CA,2022-06-14 14:00:00,PAYROLL
EVT00034473,2022-06-03,EMP03907,CC0011,EC,4,Step Increment,119135.8,CAD,CAN,2022-06-04 03:00:00,CORE_HR
EVT00035557,2022-06-26,EMP04279,CC0115,PA,5,Leave Return,,CAD,CAN,2022-06-27 05:00:00,CORE_HR
EVT00033805,2022-06-19,EMP00572,CC0089,CR,1,Lateral Deployment,,CAD,CAN,2022-06-19 08:00:00,CORE_HR
EVT00034136,2022-06-26,EMP04102,CC0094,PA,3,Leave Return,,CAD,CAN,2022-06-27 12:00:00,CORE_HR
EVT00035605,2022-06-07,EMP04645,CC0085,FI,1,Step Increment,78640.07,CAD,CAN,2022-06-09 04:00:00,CORE_HR
EVT00034796,2022-06-17,EMP02347,CC0020,AS,2,Performance Pay,7664.44,CAD,CAN,2022-06-17 22:00:00,CORE_HR
EVT00034143,2022-06-10,EMP03349,CC0096,FI,2,Step Increment,79453.93,CAD,CAN,2022-06-10 11:00:00,CORE_HR
EVT00034074,2022-06-10,EMP03783,CC0057,PA,2,Step Increment,68943.28,CAD,CAN,2022-06-11 04:00:00,CORE_HR
EVT00035020,2022-06-04,EMP00077,CC0043,AS,2,Performance Pay,4022.91,CAD,CAN,2022-06-04 14:00:00,CORE_HR
EVT00035330,2022-06-16,EMP01651,CC0027,IT,1,Leave Start,,CAD,CAN,2022-06-16 22:00:00,CORE_HR
EVT00035547,2022-06-25,EMP01293,CC0079,PA,1,Lateral Deployment,,CAD,CAN,2022-06-25 16:00:00,CORE_HR
EVT00034179,2022-06-05,EMP99999,CC0068,CR,5,Performance Pay,4177.13,CAD,CAN,2022-06-06 12:00:00,CORE_HR
EVT00035096,2022-06-15,EMP01123,CC0085,IT,3,Leave Start,,CAD,CAN,2022-06-15 14:00:00,CORE_HR
EVT00034609,2022-06-09,EMP01396,CC0045,AS,2,Step Increment,64350.08,CAD,CAN,2022-06-09 12:00:00,CORE_HR
