event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00056516,2023-05-02,EMP01832,CC0025,IT,3,Performance Pay,9328.39,CAD,CAN,2023-05-02 06:00:00,CORE_HR
EVT00055948,2023-05-05,EMP01427,CC0074,EX,2,Lateral Deployment,,KES,KEN,2023-05-05 18:00:00,CORE_HR
EVT00057308,2023-05-08,EMP01792,CC0062,PA,1,Leave Return,,CAD,CAN,2023-05-08 22:00:00,CORE_HR
EVT00057056,2023-05-07,EMP04246,CC0109,EC,3,Leave Return,,CAD,CAN,2023-05-08 07:00:00,CORE_HR
EVT00057478,2023-05-11,EMP01696,CC0054,PA,3,Departure,,AUD,AUS,2023-05-11 10:00:00,CORE_HR
EVT00056275,2023-05-11,EMP00579,CC0039,EN,3,Promotion,119422.34,CAD,CAN,2023-05-11 14:00:00,CORE_HR
EVT00056011,2023-05-19,EMP00421,CC0103,EN,2,Step Increment,95526.62,CAD,CAN,2023-05-20 15:00:00,CORE_HR
EVT00055978,2023-05-09,EMP02068,CC0051,PA,1,Performance Pay,8397.51,CAD,CA,2023-05-10 08:00:00,PAYROLL
EVT00055986,2023-05-07,EMP04199,CC0077,PA,3,Performance Pay,11062.44,CAD,CA,2023-05-08 12:00:00,PAYROLL
EVT00057463,2023-05-04,EMP01308,CC0013,EC,1,Step Increment,57353.56,CAD,CA,2023-05-04 12:00:00,PAYROLL
EVT00056368,2023-05-26,EMP00322,CC0053,FI,3,Performance Pay,7139.88,CAD,CA,2023-05-27 13:00:00,PAYROLL
EVT00057510,2023-05-17,EMP01023,CC0029,EN,1,Step Increment,50033.1,USD,US,2023-05-19 10:00:00,PAYROLL
EVT00056140,2023-05-24,EMP00071,CC0081,EX,2,Leave Start,,CAD,CA,2023-05-24 18:00:00,PAYROLL
EVT00057432,2023-05-20,EMP00164,CC0045,IT,3,Performance Pay,9951.06,CAD,CAN,2023-05-20 06:00:00,CORE_HR
EVT00057635,2023-05-19,EMP03647,CC0060,PA,4,Departure,,CAD,CA,2023-05-19 16:00:00,PAYROLL
EVT00056597,2023-05-25,EMP04923,CC0020,PA,2,Lateral Deployment,,CAD,CA,2023-05-26 15:00:00,PAYROLL
EVT00057169,2023-05-17,EMP02495,CC0049,FI,2,Promotion,4593242.65,INR,IN,2023-05-17 06:00:00,PAYROLL
EVT00057096,2023-05-19,EMP01280,CC0072,EX,1,Leave Return,,CAD,CAN,2023-05-20 12:00:00,CORE_HR
EVT00057401,2023-05-05,EMP01125,CC0030,IT,3,Step Increment,165525.57,AUD,AU,2023-05-06 09:00:00,PAYROLL
EVT00056052,2023-05-17,EMP04966,CC0116,IT,2,Step Increment,100031.67,CAD,CAN,2023-05-17 09:00:00,CORE_HR
EVT00057128,2023-05-08,EMP03946,CC0034,EC,2,Hire,97306.9,CAD,CAN,2023-05-08 06:00:00,CORE_HR
EVT00057389,2023-05-27,EMP01377,CC0064,FI,2,Leave Return,,CAD,CAN,2023-05-28 00:00:00,CORE_HR
EVT00057044,2023-05-01,EMP04113,CC0108,FI,1,Step Increment,262514.11,BRL,BR,2023-05-02 01:00:00,PAYROLL
EVT00057230,2023-05-05,EMP00276,CC0011,FI,3,Hire,96166.79,CAD,CA,2023-05-05 10:00:00,PAYROLL
