event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00042809,2022-10-01,EMP04919,CC0064,FI,3,Step Increment,85169.37,CAD,CAN,2022-10-02 15:00:00,CORE_HR
EVT00042223,2022-10-17,EMP00823,CC0073,EC,2,Step Increment,82148.43,CAD,CAN,2022-10-17 20:00:00,CORE_HR
EVT00042945,2022-10-16,EMP02501,CC0002,EN,2,Hire,112848.03,CAD,CAN,2022-10-17 15:00:00,CORE_HR
EVT00043579,2022-10-02,EMP03567,CC0071,PA,2,Performance Pay,5127.76,CAD,CAN,2022-10-02 20:00:00,CORE_HR
EVT00042843,2022-10-06,EMP03610,CC0051,EC,1,Hire,78234.35,CAD,CAN,2022-10-07 21:00:00,CORE_HR
EVT00043094,2022-10-07,EMP03099,CC0034,EN,2,Lateral Deployment,,CAD,CA,2022-10-08 05:00:00,PAYROLL
EVT00042178,2022-10-23,EMP02466,CC0051,CR,3,Step Increment,61002.38,CAD,CA,2022-10-24 12:00:00,PAYROLL
EVT00043397,2022-10-21,EMP04796,CC0006,IT,1,Step Increment,84514.91,CAD,CAN,2022-10-21 12:00:00,CORE_HR
EVT00042404,2022-10-19,EMP02934,CC0006,IT,3,Lateral Deployment,,CAD,CAN,2022-10-20 04:00:00,CORE_HR
EVT00042808,2022-10-03,EMP03114,CC0056,PA,3,Leave Start,,CAD,CA,2022-10-03 15:00:00,PAYROLL
EVT00041765,2022-10-16,EMP02708,CC0119,FI,1,Leave Return,,CAD,CAN,2022-10-17 15:00:00,CORE_HR
EVT00042567,2022-10-01,EMP03537,CC0075,PA,3,Performance Pay,9939.82,CAD,CA,2022-10-02 07:00:00,PAYROLL
EVT00042210,2022-10-22,EMP04916,CC0025,EX,1,Hire,138239.13,CAD,CAN,2022-10-23 14:00:00,CORE_HR
EVT00043145,2022-10-10,EMP03635,CC0055,IT,2,Departure,,CAD,CAN,2022-10-11 04:00:00,CORE_HR
EVT00041738,2022-10-10,EMP04322,CC0026,EC,3,Leave Start,,CAD,CA,2022-10-11 01:00:00,PAYROLL
EVT00043308,2022-10-16,EMP00671,CC0062,CR,2,Lateral Deployment,,CAD,CA,2022-10-16 14:00:00,PAYROLL
EVT00043037,2022-10-07,EMP03008,CC0095,PA,4,Hire,88174.91,CAD,CA,2022-10-07 17:00:00,PAYROLL
EVT00042396,2022-10-19,EMP04841,CC0061,AS,3,Step Increment,64086.89,CAD,CA,2022-10-20 12:00:00,PAYROLL
EVT00041799,2022-10-22,EMP03723,CC0054,PA,4,Leave Return,,KES,KE,2022-10-23 11:00:00,PAYROLL
EVT00042093,2022-10-20,EMP01773,CC0052,EX,2,Lateral Deployment,,CAD,CAN,2022-10-20 16:00:00,CORE_HR
EVT00042308,2022-10-02,EMP00625,CC0027,PA,1,Leave Start,,CAD,CAN,2022-10-03 09:00:00,CORE_HR
EVT00042280,2022-10-11,EMP01873,CC0012,IT,3,Step Increment,122373.61,CAD,CA,2022-10-12 10:00:00,PAYROLL
EVT00042612,2022-10-03,EMP00783,CC0078,EN,2,Leave Start,,CAD,CAN,2022-10-04 04:00:00,CORE_HR
