event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00054932,2023-04-16,EMP01800,CC0006,PA,1,Departure,,CAD,CAN,2023-04-17 06:00:00,CORE_HR
EVT00054056,2023-04-24,EMP04320,CC0110,EN,3,Departure,,CAD,CAN,2023-04-24 14:00:00,CORE_HR
EVT00055251,2023-04-25,EMP01529,CC0087,CR,1,Step Increment,41772.03,CAD,CAN,2023-04-26 10:00:00,CORE_HR
EVT00055507,2023-04-19,EMP01394,CC0014,EN,1,Hire,78503.06,CAD,CA,2023-04-19 17:00:00,PAYROLL
EVT00054440,2023-04-24,EMP00949,CC0016,EC,2,Leave Return,,CAD,CAN,2023-04-25 01:00:00,CORE_HR
EVT00055568,2023-04-07,EMP03457,CC0090,IT,2,Leave Return,,CAD,CAN,2023-04-08 01:00:00,CORE_HR
EVT00053960,2023-04-13,EMP01372,CC0052,IT,2,Performance Pay,8966.31,CAD,CAN,2023-04-13 18:00:00,CORE_HR
EVT00054934,2023-04-02,EMP03164,CC0081,PA,2,Performance Pay,6284.3,CAD,CAN,2023-04-03 15:00:00,CORE_HR
EVT00055027,2023-04-21,EMP01877,CC0013,PA,5,Hire,87654.6,CAD,CAN,2023-04-22 09:00:00,CORE_HR
EVT00053873,2023-04-06,EMP01875,CC0030,IT,3,Step Increment,111012.94,USD,US,2023-04-06 14:00:00,PAYROLL
EVT00055207,2023-04-04,EMP04977,CC0006,CR,4,Hire,66054.94,CAD,CAN,2023-04-06 00:00:00,CORE_HR
EVT00054249,2023-04-08,EMP01992,CC0067,FI,2,Leave Return,,CAD,CAN,2023-04-08 13:00:00,CORE_HR
EVT00055691,2023-04-09,EMP04572,CC0057,AS,1,Leave Return,,CAD,CAN,2023-04-10 02:00:00,CORE_HR
EVT00055457,2023-04-01,EMP04078,CC0101,PA,1,Hire,66734.16,CAD,CA,2023-04-01 23:00:00,PAYROLL
EVT00055065,2023-04-16,EMP02823,CC0050,PA,2,Leave Return,,CAD,CAN,2023-04-17 00:00:00,CORE_HR
EVT00053897,2023-04-12,EMP01175,CC0010,IT,2,Step Increment,77684.22,CAD,CAN,2023-04-12 10:00:00,CORE_HR
EVT00054235,2023-04-12,EMP03536,CC0051,EN,5,Leave Start,,CAD,CAN,2023-04-12 14:00:00,CORE_HR
EVT00054977,2023-04-06,EMP04536,CC0060,PA,4,Leave Return,,CAD,CAN,2023-04-06 10:00:00,CORE_HR
EVT00055168,2023-04-16,EMP03516,CC0101,EC,2,Leave Start,,CAD,CAN,2023-04-17 03:00:00,CORE_HR
EVT00054166,2023-04-12,EMP01365,CC0086,EX,1,Step Increment,166258.62,AUD,AUS,2023-04-12 07:00:00,CORE_HR
EVT00054456,2023-04-07,EMP00789,CC0038,AS,1,Departure,,CAD,CA,2023-04-07 19:00:00,PAYROLL
EVT00054935,2023-04-26,EMP04907,CC0023,EX,1,Step Increment,166044.75,CAD,CAN,2023-04-27 12:00:00,CORE_HR
EVT00054229,2023-04-04,EMP03727,CC0084,CR,2,Departure,,CAD,CA,2023-04-04 16:00:00,PAYROLL
EVT00055616,2023-04-14,EMP03503,CC0006,EC,2,Departure,,CAD,CA,2023-04-15 04:00:00,PAYROLL
EVT00054382,2023-04-03,EMP03507,CC0065,PA,4,Performance Pay,138964.62,MXN,MX,2023-04-03 15:00:00,PAYROLL
EVT00055634,2023-04-27,EMP02301,CC0117,AS,1,Step Increment,55030.87,CAD,CAN,2023-04-28 02:00:00,CORE_HR
EVT00055642,2023-04-22,EMP02670,CC0091,EN,4,Performance Pay,14627.63,CAD,CA,2023-04-22 21:00:00,PAYROLL
EVT00054845,2023-04-16,EMP04687,CC0059,CR,3,Promotion,65637.0,CAD,CAN,2023-04-16 19:00:00,CORE_HR
EVT00054221,2023-04-05,EMP02347,CC0020,AS,2,Promotion,66494.44,CAD,CAN,2023-04-05 22:00:00,CORE_HR
EVT00055776,2023-04-06,EMP03421,CC0083,IT,1,Departure,,CAD,CA,2023-04-07 09:00:00,PAYROLL
EVT00054916,2023-04-14,EMP02616,CC0076,EC,1,Step Increment,81986.1,CAD,CAN,2023-04-15 04:00:00,CORE_HR
EVT00055681,2023-04-15,EMP04090,CC0011,PA,2,Leave Start,,CAD,CA,2023-04-15 07:00:00,PAYROLL
EVT00055511,2023-04-04,EMP01389,CC0022,EX,1,Lateral Deployment,,CAD,CAN,2023-04-04 07:00:00,CORE_HR
EVT00054855,2023-04-20,EMP00913,CC0085,PA,3,Performance Pay,4865.33,CAD,CAN,2023-04-21 09:00:00,CORE_HR
EVT00055590,2023-04-12,EMP01907,CC0069,EX,2,Departure,,CAD,CA,2023-04-12 10:00:00,PAYROLL
EVT00055332,2023-04-25,EMP02650,CC0017,PA,4,Leave Start,,CAD,CAN,2023-04-25 22:00:00,CORE_HR
EVT00055472,2023-04-18,EMP00872,CC0004,IT,4,Lateral Deployment,,CAD,CA,2023-04-19 02:00:00,PAYROLL
EVT00054907,2023-04-20,EMP01673,CC0094,AS,2,Performance Pay,3278.05,CAD,CA,2023-04-21 11:00:00,PAYROLL
EVT00053918,2023-04-06,EMP02828,CC0017,EN,2,Step Increment,105141.11,CAD,CAN,2023-04-06 19:00:00,CORE_HR
EVT00054564,2023-04-23,EMP03961,CC0055,EX,2,Performance Pay,19814.47,CAD,CAN,2023-04-24 07:00:00,CORE_HR
EVT00054406,2023-04-02,EMP03016,CC0051,PA,2,Performance Pay,8376.6,CAD,CA,2023-04-02 12:00:00,PAYROLL
EVT00054078,2023-04-22,EMP01647,CC0077,PA,2,Performance Pay,-7160.18,CAD,CAN,2023-04-22 17:00:00,CORE_HR
EVT00055307,2023-04-17,EMP00305,CC0056,EX,1,Step Increment,126755.7,CAD,CA,2023-04-18 11:00:00,PAYROLL
EVT00054831,2023-04-08,EMP02050,CC0025,FI,3,Departure,,CAD,CAN,2023-04-08 18:00:00,CORE_HR
EVT00054653,2023-04-11,EMP01239,CC0035,PA,4,Leave Return,,CAD,CAN,2023-04-12 14:00:00,CORE_HR
EVT00055470,2023-04-04,EMP02762,CC0032,EN,1,Leave Start,,CAD,CAN,2023-04-04 17:00:00,CORE_HR
EVT00054503,2023-04-14,EMP04332,CC0027,PA,4,Step Increment,88299.33,CAD,CA,2023-04-15 07:00:00,PAYROLL
EVT00055696,2023-04-14,EMP02956,CC0009,PA,4,Step Increment,8439552.1,JPY,JP,2023-04-15 04:00:00,PAYROLL
EVT00054766,2023-04-01,EMP00424,CC0120,EX,1,Leave Return,,CAD,CA,2023-04-01 23:00:00,PAYROLL
EVT00055596,2023-04-08,EMP00129,CC0023,IT,2,Leave Start,,CAD,CAN,2023-04-09 05:00:00,CORE_HR
EVT00055784,2023-04-23,EMP00046,CC0027,PA,2,Departure,,CAD,CAN,2023-04-23 22:00:00,CORE_HR
EVT00054618,2023-04-24,EMP03593,CC0050,EX,1,Promotion,125632.58,CAD,CAN,2023-04-24 09:00:00,CORE_HR
EVT00055382,2023-04-12,EMP02827,CC0059,CR,3,Step Increment,65937.01,CAD,CAN,2023-04-12 06:00:00,CORE_HR
EVT00055769,2023-04-07,EMP01570,CC0070,EN,2,Promotion,95970.36,CAD,CAN,2023-04-08 13:00:00,CORE_HR
EVT00054252,2023-04-12,EMP01691,CC0107,FI,3,Leave Return,,CAD,CAN,2023-04-13 06:00:00,CORE_HR
EVT00055024,2023-04-25,EMP04843,CC0008,CR,1,Step Increment,50703.9,CAD,CAN,2023-04-26 04:00:00,CORE_HR
EVT00055449,2023-04-04,EMP01288,CC0019,EN,2,Lateral Deployment,,CAD,CA,2023-04-05 09:00:00,PAYROLL
EVT00055261,2023-04-20,EMP02193,CC0108,FI,3,Leave Return,,INR,IN,2023-04-21 13:00:00,PAYROLL
EVT00055112,2023-04-17,EMP04185,CC0020,AS,3,Leave Start,,CAD,CA,2023-04-17 17:00:00,PAYROLL
EVT00054862,2023-04-18,EMP00016,CC0032,EX,1,Performance Pay,16954.32,CAD,CAN,2023-04-18 08:00:00,CORE_HR
EVT00055106,2023-04-10,EMP02909,CC0078,IT,2,Performance Pay,5478.58,CAD,CAN,2023-04-11 10:00:00,CORE_HR
EVT00054602,2023-04-08,EMP04942,CC0033,FI,4,Leave Return,,CAD,CA,2023-04-08 11:00:00,PAYROLL
EVT00054260,2023-04-04,EMP04607,CC0003,EN,4,Hire,126376.21,CAD,CAN,2023-04-04 07:00:00,CORE_HR
EVT00054035,2023-04-15,EMP01632,CC0005,EX,1,Step Increment,130255.55,CAD,CAN,2023-04-16 03:00:00,CORE_HR
EVT00054148,2023-04-07,EMP02189,CC0105,FI,1,Lateral Deployment,,EUR,DE,2023-04-08 11:00:00,PAYROLL
EVT00054124,2023-04-23,EMP03037,CC0093,AS,1,Step Increment,59412.75,CAD,CAN,2023-04-23 17:00:00,CORE_HR
EVT00054957,2023-04-16,EMP00318,CC0037,AS,5,Promotion,92139.17,CAD,CAN,2023-04-17 15:00:00,CORE_HR
EVT00054534,2023-04-18,EMP04896,CC0113,AS,1,Hire,56626.75,CAD,CA,2023-04-18 23:00:00,PAYROLL
EVT00054802,2023-04-09,EMP00906,CC0024,FI,3,Performance Pay,6729.55,CAD,CA,2023-04-11 04:00:00,PAYROLL
EVT00055051,2023-04-01,EMP02172,CC0102,IT,1,Performance Pay,3549.52,CAD,CAN,2023-04-01 11:00:00,CORE_HR
EVT00053870,2023-04-20,EMP03157,CC0007,PA,3,Performance Pay,-112984.01,MXN,MX,2023-04-21 14:00:00,PAYROLL
EVT00054083,2023-04-03,EMP02779,CC0118,PA,4,Leave Start,,CAD,CAN,2023-04-04 00:00:00,CORE_HR
EVT00054289,2023-04-15,EMP04305,CC0096,AS,1,Lateral Deployment,,CAD,CA,2023-04-15 14:00:00,PAYROLL
EVT00053992,2023-04-17,EMP04916,CC0025,EX,1,Step Increment,129041.52,CAD,CA,2023-04-17 19:00:00,PAYROLL
EVT00054203,2023-04-01,EMP04904,CC0107,EC,2,Leave Return,,CAD,CAN,2023-04-02 07:00:00,CORE_HR
EVT00054874,2023-04-02,EMP04429,CC0092,FI,2,Step Increment,86157.6,CAD,CAN,2023-04-02 19:00:00,CORE_HR
EVT00054738,2023-04-21,EMP03779,CC0032,PA,3,Hire,83192.06,CAD,CA,2023-04-21 14:00:00,PAYROLL
EVT00054623,2023-04-16,EMP04951,CC0093,PA,3,Lateral Deployment,,CAD,CAN,2023-04-17 13:00:00,CORE_HR
EVT00055175,2023-04-19,EMP04948,CC0066,EN,3,Step Increment,118626.34,CAD,CAN,2023-04-19 08:00:00,CORE_HR
EVT00054271,2023-04-20,EMP01240,CC0039,PA,5,Step Increment,101645.51,CAD,CA,2023-04-20 22:00:00,PAYROLL
EVT00054939,2023-04-21,EMP03668,CC0010,EN,3,Step Increment,116430.79,CAD,CAN,2023-04-22 03:00:00,CORE_HR
EVT00054144,2023-04-09,EMP01919,CC0072,AS,4,Lateral Deployment,,CAD,CAN,2023-04-09 12:00:00,CORE_HR
EVT00055508,2023-04-12,EMP01677,CC0010,PA,2,Step Increment,77877.31,CAD,CA,2023-04-12 15:00:00,PAYROLL
EVT00055813,2023-04-18,EMP04549,CC0050,IT,1,Departure,,CAD,CA,2023-04-18 21:00:00,PAYROLL
EVT00054975,2023-04-09,EMP01062,CC0077,IT,2,Lateral Deployment,,CAD,CAN,2023-04-09 09:00:00,CORE_HR
EVT00054155,2023-04-05,EMP04637,CC0080,PA,1,Performance Pay,2240.64,EUR,DE,2023-04-05 14:00:00,PAYROLL
EVT00055329,2023-04-18,EMP01628,CC0103,EC,1,Step Increment,56339.92,CAD,CAN,2023-04-18 09:00:00,CORE_HR
EVT00055238,2023-04-26,EMP03523,CC0014,AS,1,Performance Pay,8194.36,CAD,CA,2023-04-26 21:00:00,PAYROLL
EVT00055136,2023-04-26,EMP04023,CC0043,PA,2,Leave Return,,CAD,CAN,2023-04-27 02:00:00,CORE_HR
EVT00055522,2023-04-16,EMP00051,CC0099,EN,4,Leave Return,,CAD,CAN,2023-04-17 04:00:00,CORE_HR
EVT00054654,2023-04-11,EMP00440,CC0097,EX,2,Performance Pay,21174.21,CAD,CAN,2023-04-12 02:00:00,CORE_HR
EVT00054398,2023-04-07,EMP03182,CC0120,PA,2,Step Increment,78552.24,CAD,CA,2023-04-08 09:00:00,PAYROLL
EVT00055264,2023-04-09,EMP03724,CC0082,EN,1,Leave Start,,CAD,CAN,2023-04-09 12:00:00,CORE_HR
EVT00055517,2023-04-15,EMP01913,CC0118,FI,3,Hire,97888.0,CAD,CAN,2023-04-15 20:00:00,CORE_HR
EVT00054278,2023-04-05,EMP03578,CC0048,EC,3,Step Increment,102429.18,CAD,CAN,2023-04-05 18:00:00,CORE_HR
EVT00055656,2023-04-18,EMP02723,CC0022,AS,4,Leave Start,,CAD,CAN,2023-04-19 12:00:00,CORE_HR
EVT00054578,2023-04-08,EMP03211,CC0016,AS,1,Lateral Deployment,,CAD,CAN,2023-04-08 23:00:00,CORE_HR
EVT00054876,2023-04-24,EMP03047,CC0036,EC,2,Performance Pay,10664.27,CAD,CA,2023-04-24 07:00:00,PAYROLL
EVT00054493,2023-04-11,EMP02587,CC0092,FI,1,Step Increment,78961.61,CAD,CA,2023-04-11 09:00:00,PAYROLL
