event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00024440,2022-01-19,EMP00959,CC0073,AS,2,Lateral Deployment,,CAD,CAN,2022-01-19 15:00:00,CORE_HR
EVT00024866,2022-01-11,EMP01544,CC0052,FI,1,Step Increment,77518.82,CAD,CA,2022-01-12 07:00:00,PAYROLL
EVT00024192,2022-01-11,EMP00043,CC0092,EC,3,Leave Start,,CAD,CAN,2022-01-11 19:00:00,CORE_HR
EVT00024405,2022-01-27,EMP02223,CC0021,EX,2,Leave Return,,CAD,CAN,2022-01-27 06:00:00,CORE_HR
EVT00023787,2022-01-05,EMP00707,CC0020,EN,2,Step Increment,100711.35,CAD,CA,2022-01-05 17:00:00,PAYROLL
EVT00025484,2022-01-26,EMP00983,CC0045,EX,1,Step Increment,129173.75,CAD,CAN,2022-01-26 19:00:00,CORE_HR
EVT00025734,2022-01-12,EMP02674,CC0068,CR,2,Lateral Deployment,,CAD,CA,2022-01-13 10:00:00,PAYROLL
EVT00025278,2022-01-01,EMP02492,CC0089,PA,2,Lateral Deployment,,CAD,CA,2022-01-02 09:00:00,PAYROLL
EVT00025208,2022-01-23,EMP00506,CC0097,PA,1,Departure,,CAD,CA,2022-01-23 11:00:00,PAYROLL
EVT00024604,2022-01-20,EMP03173,CC0041,EC,1,Performance Pay,4769.85,CAD,CAN,2022-01-20 11:00:00,CORE_HR
EVT00025526,2022-01-13,EMP03309,CC0054,IT,2,Hire,68340.81,EUR,FR,2022-01-13 15:00:00,PAYROLL
EVT00024871,2022-01-18,EMP02696,CC0076,IT,1,Performance Pay,8795.84,CAD,CAN,2022-01-19 12:00:00,CORE_HR
EVT00024788,2022-01-11,EMP01501,CC0001,IT,4,Step Increment,143813.22,CAD,CAN,2022-01-11 09:00:00,CORE_HR
EVT00024864,2022-01-23,EMP03144,CC0043,IT,1,Promotion,80581.35,CAD,CA,2022-01-23 23:00:00,PAYROLL
EVT00024983,2022-01-20,EMP01184,CC0041,EX,1,Departure,,CAD,CA,2022-01-20 22:00:00,PAYROLL
EVT00024618,1900-01-01,EMP04181,CC0096,EN,1,Hire,89656.9,CAD,CAN,2022-01-27 08:00:00,CORE_HR
EVT00024069,2022-01-02,EMP00206,CC0083,EC,2,Leave Start,,CAD,CA,2022-01-03 09:00:00,PAYROLL
EVT00024848,2022-01-27,EMP02173,CC0042,EC,2,Performance Pay,11589.16,CAD,CA,2022-01-27 06:00:00,PAYROLL
EVT00024701,2022-01-11,EMP00003,CC0008,EC,1,Step Increment,67103.16,CAD,CA,2022-01-12 09:00:00,PAYROLL
EVT00025493,2022-01-15,EMP00609,CC0056,FI,3,Step Increment,94773.28,CAD,CA,2022-01-18 01:00:00,PAYROLL
EVT00024766,2022-01-06,EMP03974,CC0003,EN,2,Leave Start,,CAD,CA,2022-01-07 09:00:00,PAYROLL
EVT00024018,2022-01-26,EMP03168,CC0059,FI,5,Performance Pay,13813.12,CAD,CAN,2022-01-26 12:00:00,CORE_HR
EVT00025486,2022-01-22,EMP02920,CC0006,AS,3,Hire,70352.06,CAD,CAN,2022-01-22 21:00:00,CORE_HR
EVT00024387,2022-01-05,EMP00758,CC0103,IT,4,Leave Start,,CAD,CA,2022-01-06 04:00:00,PAYROLL
EVT00025636,2022-01-12,EMP04922,CC0055,PA,1,Departure,,CAD,CAN,2022-01-13 03:00:00,CORE_HR
EVT00025406,2022-01-01,EMP04348,CC0093,CR,2,Performance Pay,4945.98,CAD,CA,2022-01-01 15:00:00,PAYROLL
EVT00023996,2022-01-15,EMP03162,CC0100,PA,3,Leave Start,,CAD,CAN,2022-01-15 15:00:00,CORE_HR
EVT00023774,2022-01-07,EMP04039,CC0003,PA,4,Leave Return,,CAD,CAN,2022-01-07 18:00:00,CORE_HR
EVT00024664,2022-01-18,EMP01600,CC0057,PA,1,Lateral Deployment,,CAD,CAN,2022-01-19 02:00:00,CORE_HR
EVT00024135,2022-01-08,EMP03332,CC0076,EX,3,Step Increment,189127.31,CAD,CAN,2022-01-08 14:00:00,CORE_HR
EVT00025443,2022-01-01,EMP00348,CC0113,AS,2,Leave Return,,CAD,CA,2022-01-02 12:00:00,PAYROLL
EVT00023993,2022-01-04,EMP03233,CC0101,FI,3,Leave Start,,CAD,CA,2022-01-05 02:00:00,PAYROLL
EVT00024768,2022-01-22,EMP01318,CC0101,PA,2,Step Increment,51996.81,CAD,CAN,2022-01-23 06:00:00,CORE_HR
