event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00107035,2025-06-05,EMP03496,CC0033,AS,3,Step Increment,77399.09,CAD,CAN,2025-06-06 06:00:00,CORE_HR
EVT00106633,2025-06-27,EMP01140,CC0049,IT,1,Lateral Deployment,,INR,IND,2025-06-27 07:00:00,CORE_HR
EVT00105712,2025-06-06,EMP04459,CC0108,EX,1,Step Increment,14284078.29,JPY,JP,2025-06-07 01:00:00,PAYROLL
EVT00106364,2025-06-14,EMP03577,CC0083,EN,1,Performance Pay,7599.62,CAD,CAN,2025-06-15 14:00:00,CORE_HR
EVT00106447,2025-06-03,EMP04786,CC0090,IT,1,Step Increment,84706.94,CAD,CAN,2025-06-04 05:00:00,CORE_HR
EVT00106352,2025-06-12,EMP00397,CC0114,CR,1,Hire,55483.81,CAD,CAN,2025-06-12 13:00:00,CORE_HR
EVT00106769,2025-06-20,EMP04560,CC0064,EX,2,Lateral Deployment,,CAD,CA,2025-06-21 06:00:00,PAYROLL
EVT00106999,1900-01-01,EMP01519,CC0047,CR,2,Step Increment,63026.63,CAD,CA,2025-06-25 10:00:00,PAYROLL
EVT00106351,2025-06-16,EMP04314,CC0019,EN,1,Step Increment,97419.14,CAD,CA,2025-06-17 10:00:00,PAYROLL
EVT00106822,2025-06-21,EMP03513,CC0084,EN,3,Lateral Deployment,,CAD,CA,2025-06-21 07:00:00,PAYROLL
EVT00106021,2025-06-04,EMP00939,CC0063,IT,3,Leave Return,,CAD,CA,2025-06-05 05:00:00,PAYROLL
EVT00106892,2025-06-01,EMP03901,CC0085,AS,4,Leave Start,,CAD,CAN,2025-06-02 14:00:00,CORE_HR
EVT00107056,1900-01-01,EMP00238,CC0106,EC,2,Departure,,CAD,CAN,2025-06-18 16:00:00,CORE_HR
EVT00105949,2025-06-04,EMP05188,CC0043,PA,5,Lateral Deployment,,CAD,CAN,2025-06-04 16:00:00,CORE_HR
EVT00106065,2025-06-15,EMP01181,CC0112,FI,4,Performance Pay,6814.11,CAD,CAN,2025-06-16 14:00:00,CORE_HR
EVT00106186,2025-06-14,EMP00800,CC0093,PA,4,Performance Pay,4900.46,CAD,CAN,2025-06-14 09:00:00,CORE_HR
EVT00106598,2025-06-09,EMP00898,CC0007,PA,2,Departure,,JPY,JP,2025-06-09 15:00:00,PAYROLL
EVT00105774,2025-06-04,EMP04106,CC0120,PA,3,Hire,83796.31,CAD,CAN,2025-06-04 23:00:00,CORE_HR
EVT00106322,2025-06-14,EMP00650,CC0058,PA,5,Leave Return,,CAD,CAN,2025-06-15 14:00:00,CORE_HR
EVT00106924,2025-06-04,EMP00561,CC0011,IT,1,Step Increment,95702.21,CAD,CA,2025-06-05 05:00:00,PAYROLL
EVT00107247,2025-06-02,EMP03751,CC0044,IT,1,Departure,,CAD,CA,2025-06-02 17:00:00,PAYROLL
EVT00106165,2025-06-13,EMP04343,CC0023,EN,1,Departure,,CAD,CAN,2025-06-13 18:00:00,CORE_HR
EVT00105870,2025-06-14,EMP00334,CC0112,EN,3,Lateral Deployment,,CAD,CAN,2025-06-15 09:00:00,CORE_HR
EVT00105985,2025-06-03,EMP00204,CC0030,CR,2,Step Increment,185875.03,AED,ARE,2025-06-03 09:00:00,CORE_HR
EVT00106561,2025-06-14,EMP03717,CC0005,PA,4,Step Increment,98314.26,CAD,CA,2025-06-14 17:00:00,PAYROLL
EVT00106585,2025-06-03,EMP04835,CC0047,PA,1,Lateral Deployment,,CAD,CA,2025-06-03 18:00:00,PAYROLL
EVT00106336,2025-06-04,EMP05120,CC0060,EX,1,Performance Pay,12306.88,CAD,CAN,2025-06-05 00:00:00,CORE_HR
