event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00107536,2025-07-01,EMP04818,CC0052,PA,2,Lateral Deployment,,CAD,CA,2025-07-02 23:00:00,PAYROLL
EVT00109371,2025-07-26,EMP02679,CC0063,EX,1,Leave Return,,CAD,CAN,2025-07-26 10:00:00,CORE_HR
EVT00109430,2025-07-14,EMP00477,CC0061,IT,2,Hire,95280.43,CAD,CAN,2025-07-14 07:00:00,CORE_HR
EVT00109192,2025-07-05,EMP00673,CC0104,FI,5,Leave Start,,CAD,CAN,2025-07-07 18:00:00,CORE_HR
EVT00108602,2025-07-02,EMP01245,CC0081,EX,1,Leave Start,,CAD,CA,2025-07-03 14:00:00,PAYROLL
EVT00109422,2025-07-20,EMP01278,CC0043,AS,3,Step Increment,78741.19,CAD,CA,2025-07-21 15:00:00,PAYROLL
EVT00108455,2025-07-12,EMP04747,CC0018,PA,3,Step Increment,91707.23,CAD,CA,2025-07-13 07:00:00,PAYROLL
EVT00108612,2025-07-11,EMP04482,CC0096,FI,2,Leave Return,,CAD,CA,2025-07-11 14:00:00,PAYROLL
EVT00109052,2025-07-26,EMP04750,CC0066,EN,4,Leave Start,,CAD,CA,2025-07-27 10:00:00,PAYROLL
EVT00108753,2025-07-25,EMP01146,CC0076,FI,1,Lateral Deployment,,CAD,CAN,2025-07-25 11:00:00,CORE_HR
EVT00107941,2025-07-14,EMP01192,CC0034,PA,2,Lateral Deployment,,CAD,CA,2025-07-14 18:00:00,PAYROLL
EVT00108127,2025-07-21,EMP01880,CC0118,EX,1,Lateral Deployment,,CAD,CA,2025-07-21 08:00:00,PAYROLL
EVT00109203,2025-07-08,EMP02677,CC0058,IT,2,Leave Start,,CAD,CA,2025-07-08 09:00:00,PAYROLL
EVT00109060,2025-07-01,EMP02386,CC0109,PA,5,Step Increment,105373.34,CAD,CAN,2025-07-01 08:00:00,CORE_HR
