event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00033365,2022-05-08,EMP03422,CC0046,PA,1,Step Increment,50295.52,USD,USA,2022-05-09 11:00:00,CORE_HR
EVT00033082,2022-05-04,EMP03115,CC0064,CR,3,Step Increment,66159.04,CAD,CA,2022-05-05 01:00:00,PAYROLL
EVT00032375,2022-05-06,EMP02659,CC0033,IT,2,Lateral Deployment,,CAD,CAN,2022-05-06 12:00:00,CORE_HR
EVT00032674,2022-05-08,EMP00321,CC0087,CR,2,Promotion,54690.6,CAD,CAN,2022-05-08 15:00:00,CORE_HR
EVT00032594,2022-05-10,EMP04639,CC0030,EX,2,Leave Return,,AED,AE,2022-05-11 08:00:00,PAYROLL
EVT00031884,2022-05-05,EMP01956,CC0092,PA,4,Performance Pay,8819.39,CAD,CAN,2022-05-06 10:00:00,CORE_HR
EVT00033125,2022-05-02,EMP04319,CC0110,AS,3,Step Increment,71069.38,CAD,CAN,2022-05-02 11:00:00,CORE_HR
EVT00032403,2022-05-24,EMP00020,CC0067,FI,5,Leave Start,,CAD,CAN,2022-05-24 18:00:00,CORE_HR
EVT00033316,2022-05-22,EMP01208,CC0032,AS,3,Step Increment,72333.36,CAD,CAN,2022-05-22 17:00:00,CORE_HR
EVT00033016,2022-05-18,EMP00230,CC0016,IT,1,Hire,83630.77,CAD,CAN,2022-05-18 17:00:00,CORE_HR
EVT00032820,2022-05-04,EMP03415,CC0046,IT,1,Leave Return,,GBP,GB,2022-05-04 22:00:00,PAYROLL
EVT00032211,2022-05-10,EMP04126,CC0003,PA,4,Performance Pay,8090.2,CAD,CAN,2022-05-11 05:00:00,CORE_HR
EVT00033530,2022-05-26,EMP03108,CC0019,EN,1,Step Increment,86291.27,CAD,CAN,2022-05-26 08:00:00,CORE_HR
EVT00033402,2022-05-01,EMP00511,CC0036,EC,3,Hire,112635.01,CAD,CAN,2022-05-01 13:00:00,CORE_HR
EVT00033167,2022-05-12,EMP01955,CC0026,AS,1,Performance Pay,2385.71,CAD,CAN,2022-05-13 01:00:00,CORE_HR
EVT00033299,2022-05-24,EMP01881,CC0117,IT,1,Step Increment,75712.9,CAD,CAN,2022-05-24 18:00:00,CORE_HR
EVT00032687,2022-05-17,EMP02437,CC0024,EC,4,Leave Start,,CAD,CA,2022-05-17 18:00:00,PAYROLL
EVT00032871,2022-05-21,EMP02539,CC0074,EC,1,Step Increment,267028.55,BRL,BRA,2022-05-21 15:00:00,CORE_HR
EVT00033715,2022-05-24,EMP03742,CC0107,EN,2,Performance Pay,6870.61,CAD,CAN,2022-05-24 14:00:00,CORE_HR
EVT00032911,2022-05-17,EMP00236,CC0054,AS,2,Step Increment,50942.29,USD,US,2022-05-18 00:00:00,PAYROLL
EVT00033133,2022-05-21,EMP02314,CC0042,EN,1,Step Increment,78818.51,CAD,CAN,2022-05-21 06:00:00,CORE_HR
EVT00032287,2022-05-20,EMP03355,CC0087,FI,3,Lateral Deployment,,CAD,CA,2022-05-20 06:00:00,PAYROLL
EVT00033579,2022-05-26,EMP01885,CC0072,EC,1,Step Increment,90083.89,CAD,CAN,2022-05-26 22:00:00,CORE_HR
EVT00033626,2022-05-12,EMP01347,CC0071,EX,1,Step Increment,121216.81,CAD,CAN,2022-05-13 09:00:00,CORE_HR
EVT00032939,2022-05-24,EMP01774,CC0110,EN,3,Lateral Deployment,,CAD,CA,2022-05-24 12:00:00,PAYROLL
EVT00032145,2022-05-21,EMP03997,CC0050,IT,3,Step Increment,105806.08,CAD,CA,2022-05-21 07:00:00,PAYROLL
EVT00033686,2022-05-09,EMP00014,CC0012,PA,2,Leave Start,,CAD,CA,2022-05-09 06:00:00,PAYROLL
EVT00032223,2022-05-04,EMP01136,CC0106,IT,2,Leave Return,,CAD,CA,2022-05-04 08:00:00,PAYROLL
EVT00033675,2022-05-03,EMP02962,CC0017,EN,2,Departure,,CAD,CA,2022-05-03 06:00:00,PAYROLL
EVT00031922,2022-05-05,EMP01954,CC0061,PA,4,Leave Return,,CAD,CA,2022-05-06 07:00:00,PAYROLL
EVT00033022,2022-05-24,EMP01308,CC0013,EC,1,Performance Pay,3869.89,CAD,CAN,2022-05-24 14:00:00,CORE_HR
EVT00032416,2022-05-19,EMP00763,CC0081,IT,2,Leave Start,,CAD,CAN,2022-05-20 10:00:00,CORE_HR
EVT00032679,2022-05-08,EMP00674,CC0026,EC,5,Leave Return,,CAD,CAN,2022-05-08 10:00:00,CORE_HR
EVT00032177,2022-05-11,EMP04807,CC0005,EC,3,Leave Return,,CAD,CAN,2022-05-11 13:00:00,CORE_HR
