event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00016297,2021-09-18,EMP02405,CC0065,AS,2,Step Increment,45089.66,EUR,DEU,2021-09-18 09:00:00,CORE_HR
EVT00015695,2021-09-24,EMP02573,CC0032,AS,3,Step Increment,66059.21,CAD,CA,2021-09-24 06:00:00,PAYROLL
EVT00017569,2021-09-14,EMP03010,CC0063,CR,1,Leave Return,,CAD,CA,2021-09-14 21:00:00,PAYROLL
EVT00017415,2021-09-09,EMP02873,CC0003,PA,1,Departure,,CAD,CA,2021-09-09 10:00:00,PAYROLL
EVT00016684,2021-09-14,EMP02597,CC0058,FI,2,Leave Return,,CAD,CAN,2021-09-15 02:00:00,CORE_HR
EVT00015923,2021-09-24,EMP02427,CC0061,EX,1,Hire,136044.52,CAD,CAN,2021-09-24 17:00:00,CORE_HR
EVT00016734,2021-09-11,EMP03193,CC0108,FI,1,Performance Pay,5160.02,EUR,DEU,2021-09-11 07:00:00,CORE_HR
EVT00016970,2021-09-15,EMP04963,CC0089,IT,2,Lateral Deployment,,CAD,CA,2021-09-16 01:00:00,PAYROLL
EVT00015708,2021-09-12,EMP01075,CC0094,PA,2,Performance Pay,8883.63,CAD,CA,2021-09-12 20:00:00,PAYROLL
EVT00016824,2021-09-08,EMP00894,CC0058,EN,1,Step Increment,83225.26,CAD,CAN,2021-09-08 17:00:00,CORE_HR
EVT00017128,2021-09-02,EMP03308,CC0081,PA,5,Leave Start,,CAD,CAN,2021-09-02 20:00:00,CORE_HR
EVT00016532,2021-09-07,EMP01226,CC0047,EC,4,Performance Pay,11429.51,CAD,CA,2021-09-08 06:00:00,PAYROLL
EVT00016240,2021-09-11,EMP01755,CC0047,PA,4,Promotion,93436.21,CAD,CAN,2021-09-11 22:00:00,CORE_HR
EVT00016001,2021-09-12,EMP01437,CC0047,AS,3,Step Increment,62471.41,CAD,CAN,2021-09-12 19:00:00,CORE_HR
EVT00016778,2021-09-16,EMP02995,CC0016,FI,3,Hire,99819.53,CAD,CAN,2021-09-16 10:00:00,CORE_HR
EVT00015889,2021-09-01,EMP00797,CC0109,FI,4,Leave Start,,CAD,CA,2021-09-02 09:00:00,PAYROLL
EVT00016782,2021-09-22,EMP03114,CC0056,PA,3,Promotion,83701.72,CAD,CAN,2021-09-22 14:00:00,CORE_HR
EVT00016004,2021-09-23,EMP04001,CC0048,PA,1,Step Increment,57167.23,CAD,CA,2021-09-24 03:00:00,PAYROLL
EVT00017618,2021-09-20,EMP03296,CC0064,IT,3,Step Increment,94335.42,CAD,CAN,2021-09-20 09:00:00,CORE_HR
EVT00016398,2021-09-21,EMP03285,CC0046,EN,2,Step Increment,62775.51,EUR,FRA,2021-09-21 18:00:00,CORE_HR
EVT00016087,2021-09-05,EMP00317,CC0012,EX,2,Hire,153808.84,CAD,CAN,2021-09-05 15:00:00,CORE_HR
EVT00015863,2021-09-12,EMP02267,CC0021,PA,5,Hire,99677.94,CAD,CA,2021-09-13 06:00:00,PAYROLL
EVT00015827,2021-09-23,EMP00999,CC0086,EC,3,Performance Pay,2742.74,EUR,DE,2021-09-23 22:00:00,PAYROLL
EVT00017702,2021-09-25,EMP01457,CC0096,EC,1,Departure,,CAD,CA,2021-09-25 06:00:00,PAYROLL
EVT00017239,2021-09-07,EMP04057,CC0074,FI,1,Step Increment,238442.3,BRL,BR,2021-09-07 08:00:00,PAYROLL
EVT00017219,2021-09-15,EMP00398,CC0076,PA,5,Leave Return,,CAD,CA,2021-09-15 06:00:00,PAYROLL
EVT00017220,2021-09-01,EMP03040,CC0063,PA,2,Lateral Deployment,,CAD,CA,2021-09-02 12:00:00,PAYROLL
EVT00016153,2021-09-24,EMP03292,CC0047,FI,4,Performance Pay,6656.76,CAD,CA,2021-09-25 06:00:00,PAYROLL
EVT00017615,2021-09-16,EMP04961,CC0119,AS,3,Step Increment,70259.04,CAD,CAN,2021-09-16 21:00:00,CORE_HR
EVT00015883,2021-09-22,EMP01677,CC0010,PA,2,Step Increment,63142.21,CAD,CA,2021-09-22 21:00:00,PAYROLL
EVT00017090,2021-09-10,EMP04121,CC0106,EC,4,Hire,100518.95,CAD,CAN,2021-09-10 15:00:00,CORE_HR
EVT00017689,2021-09-17,EMP02293,CC0109,PA,1,Lateral Deployment,,CAD,CAN,2021-09-18 05:00:00,CORE_HR
EVT00015870,2021-09-25,EMP01833,CC0001,EC,1,Leave Start,,CAD,CAN,2021-09-25 08:00:00,CORE_HR
EVT00016084,2021-09-24,EMP02658,CC0107,PA,1,Leave Return,,CAD,CAN,2021-09-24 13:00:00,CORE_HR
EVT00015801,2021-09-25,EMP01492,CC0028,EC,2,Lateral Deployment,,CAD,CA,2021-09-26 07:00:00,PAYROLL
EVT00016173,2021-09-04,EMP00310,CC0088,EN,1,Performance Pay,8073.41,USD,US,2021-09-07 22:00:00,PAYROLL
EVT00016100,2021-09-12,EMP01524,CC0018,FI,2,Lateral Deployment,,CAD,CAN,2021-09-13 02:00:00,CORE_HR
EVT00015841,2021-09-26,EMP04641,CC0051,EN,3,Lateral Deployment,,CAD,CA,2021-09-27 08:00:00,PAYROLL
EVT00017346,2021-09-24,EMP02736,CC0070,PA,2,Leave Return,,CAD,CAN,2021-09-25 10:00:00,CORE_HR
EVT00016597,2021-09-07,EMP04275,CC0093,CR,4,Leave Start,,CAD,CAN,2021-09-07 08:00:00,CORE_HR
EVT00015753,2021-09-21,EMP04588,CC0072,EN,2,Leave Start,,CAD,CA,2021-09-22 01:00:00,PAYROLL
EVT00016210,2021-09-02,EMP00374,CC0031,IT,1,Performance Pay,307836.83,INR,IN,2021-09-02 22:00:00,PAYROLL
EVT00016264,2021-09-19,EMP03682,CC0022,EX,1,Step Increment,123381.06,CAD,CAN,2021-09-19 22:00:00,CORE_HR
EVT00016348,2021-09-24,EMP03112,CC0081,FI,1,Performance Pay,9149.76,CAD,CAN,2021-09-24 23:00:00,CORE_HR
EVT00016467,2021-09-06,EMP00401,CC0037,PA,2,Performance Pay,6726.06,CAD,CAN,2021-09-07 11:00:00,CORE_HR
EVT00017599,2021-09-26,EMP01963,CC0063,PA,2,Lateral Deployment,,CAD,CAN,2021-09-26 10:00:00,CORE_HR
EVT00017008,2021-09-19,EMP03229,CC0035,PA,1,Hire,59158.34,CAD,CAN,2021-09-19 12:00:00,CORE_HR
EVT00016307,2021-09-03,EMP00027,CC0089,AS,1,Promotion,57561.12,CAD,CAN,2021-09-04 11:00:00,CORE_HR
EVT00016019,2021-09-20,EMP00793,CC0026,CR,2,Hire,60136.61,CAD,CAN,2021-09-21 00:00:00,CORE_HR
EVT00017540,2021-09-23,EMP02326,CC0009,IT,1,Step Increment,69813.96,SGD,SGP,2021-09-24 10:00:00,CORE_HR
EVT00016304,2021-09-02,EMP02818,CC0052,AS,2,Performance Pay,3015.39,CAD,CAN,2021-09-03 11:00:00,CORE_HR
