event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00093556,2024-11-26,EMP03299,CC0112,EX,2,Step Increment,164587.96,CAD,CA,2024-11-26 06:00:00,PAYROLL
EVT00092790,2024-11-19,EMP04383,CC0072,PA,3,Leave Start,,CAD,CAN,2024-11-19 11:00:00,CORE_HR
EVT00092636,2024-11-18,EMP03316,CC0009,EX,1,Leave Start,,JPY,JPN,2024-11-19 14:00:00,CORE_HR
EVT00092766,2024-11-24,EMP02966,CC0053,AS,1,Promotion,58920.16,CAD,CAN,2024-11-25 02:00:00,CORE_HR
EVT00092941,2024-11-17,EMP04624,CC0037,AS,3,Lateral Deployment,,CAD,CA,2024-11-18 14:00:00,PAYROLL
EVT00093143,2024-11-15,EMP05044,CC0044,IT,2,Promotion,80448.48,CAD,CAN,2024-11-16 10:00:00,CORE_HR
EVT00092443,2024-11-07,EMP04204,CC0006,IT,3,Promotion,111405.04,CAD,CA,2024-11-08 04:00:00,PAYROLL
EVT00092085,2024-11-01,EMP03941,CC0055,IT,3,Promotion,124393.05,CAD,CA,2024-11-02 08:00:00,PAYROLL
EVT00092491,2024-11-16,EMP02341,CC0117,FI,3,Leave Return,,CAD,CAN,2024-11-16 06:00:00,CORE_HR
EVT00091927,2024-11-10,EMP05003,CC0076,FI,1,Performance Pay,5892.94,CAD,CAN,2024-11-10 08:00:00,CORE_HR
EVT00093218,2024-11-02,EMP01645,CC0004,PA,4,Leave Return,,CAD,CAN,2024-11-03 00:00:00,CORE_HR
EVT00093618,2024-11-26,EMP02827,CC0059,CR,4,Step Increment,77009.88,CAD,CAN,2024-11-27 12:00:00,CORE_HR
EVT00092482,2024-11-24,EMP03955,CC0091,EC,2,Leave Start,,CAD,CAN,2024-11-25 01:00:00,CORE_HR
EVT00092367,2024-11-07,EMP03547,CC0116,EC,2,Step Increment,83186.25,CAD,CAN,2024-11-07 11:00:00,CORE_HR
EVT00092770,2024-11-08,EMP03520,CC0104,CR,3,Leave Return,,CAD,CAN,2024-11-09 11:00:00,CORE_HR
EVT00092961,2024-11-11,EMP04344,CC0102,PA,3,Leave Return,,CAD,CA,2024-11-11 15:00:00,PAYROLL
EVT00092809,2024-11-22,EMP01051,CC0005,EX,1,Leave Return,,CAD,CAN,2024-11-23 11:00:00,CORE_HR
EVT00092449,2024-11-12,EMP01238,CC0120,FI,1,Departure,,CAD,CAN,2024-11-13 01:00:00,CORE_HR
EVT00093501,2024-11-14,EMP04559,CC0079,CR,1,Leave Return,,CAD,CAN,2024-11-15 00:00:00,CORE_HR
EVT00093580,2024-11-06,EMP00567,CC0082,PA,3,Performance Pay,8554.73,CAD,CAN,2024-11-06 06:00:00,CORE_HR
EVT00093366,2024-11-03,EMP03638,CC0025,PA,1,Step Increment,67501.58,CAD,CAN,2024-11-04 03:00:00,CORE_HR
EVT00093671,2024-11-19,EMP04249,CC0049,IT,3,Leave Return,,AUD,AU,2024-11-20 10:00:00,PAYROLL
EVT00092198,2024-11-15,EMP03160,CC0048,IT,1,Performance Pay,7707.59,CAD,CA,2024-11-16 08:00:00,PAYROLL
EVT00092109,2024-11-06,EMP01853,CC0009,EN,1,Performance Pay,3619.28,USD,USA,2024-11-07 05:00:00,CORE_HR
EVT00092183,2024-11-25,EMP03187,CC0080,AS,4,Performance Pay,55980.45,MXN,MEX,2024-11-25 12:00:00,CORE_HR
EVT00092340,2024-11-12,EMP01028,CC0005,FI,2,Performance Pay,10847.03,CAD,CAN,2024-11-12 08:00:00,CORE_HR
EVT00091832,2024-11-04,EMP04426,CC0072,FI,3,Leave Start,,CAD,CAN,2024-11-05 12:00:00,CORE_HR
EVT00092001,2024-11-20,EMP00403,CC0114,CR,3,Step Increment,84803.84,CAD,CAN,2024-11-21 08:00:00,CORE_HR
EVT00092486,2024-11-13,EMP01595,CC0084,CR,3,Leave Start,,CAD,CAN,2024-11-13 10:00:00,CORE_HR
EVT00093236,1900-01-01,EMP00480,CC0099,EC,1,Step Increment,73542.95,CAD,CA,2024-11-07 20:00:00,PAYROLL
EVT00092953,2024-11-21,EMP02855,CC0102,PA,3,Step Increment,62521.22,CAD,CAN,2024-11-21 12:00:00,CORE_HR
EVT00093431,2024-11-02,EMP03870,CC0049,AS,3,Step Increment,103332.44,AUD,AU,2024-11-03 10:00:00,PAYROLL
EVT00092931,2024-11-08,EMP03775,CC0072,IT,2,Leave Return,,CAD,CA,2024-11-08 14:00:00,PAYROLL
EVT00093321,2024-11-16,EMP00248,CC0032,EN,4,Hire,102357.55,CAD,CAN,2024-11-17 11:00:00,CORE_HR
EVT00092089,2024-11-15,EMP05074,CC0009,AS,1,Step Increment,35487.51,GBP,GB,2024-11-15 06:00:00,PAYROLL
EVT00093690,2024-11-14,EMP01082,CC0005,FI,5,Leave Start,,CAD,CAN,2024-11-15 06:00:00,CORE_HR
EVT00092871,2024-11-08,EMP04758,CC0006,EN,2,Lateral Deployment,,CAD,CAN,2024-11-08 22:00:00,CORE_HR
