event_id,event_date,employee_id,cost_center_id,classification_group,classification_level,event_type,amount_local,local_currency,work_country_code,ingest_ts,source_system
EVT00091522,2024-10-15,EMP02708,CC0119,FI,1,Leave Return,,CAD,CA,2024-10-15 16:00:00,PAYROLL
EVT00091204,2024-10-08,EMP04565,CC0086,CR,1,Step Increment,45642.01,USD,USA,2024-10-08 18:00:00,CORE_HR
EVT00090721,2024-10-07,EMP02287,CC0050,PA,5,Leave Return,,CAD,CAN,2024-10-07 16:00:00,CORE_HR
EVT00091159,2024-10-07,EMP01223,CC0050,AS,1,Leave Start,,CAD,CAN,2024-10-07 09:00:00,CORE_HR
EVT00089908,2024-10-02,EMP03168,CC0059,FI,5,Leave Start,,CAD,CAN,2024-10-03 04:00:00,CORE_HR
EVT00091399,2024-10-23,EMP03511,CC0005,CR,4,Departure,,CAD,CAN,2024-10-23 14:00:00,CORE_HR
EVT00090731,2024-10-03,EMP05006,CC0016,PA,5,Step Increment,104534.55,CAD,CAN,2024-10-04 01:00:00,CORE_HR
EVT00091278,2024-10-16,EMP00335,CC0014,CR,2,Lateral Deployment,,CAD,CA,2024-10-17 02:00:00,PAYROLL
EVT00091196,2024-10-15,EMP03134,CC0019,EC,3,Promotion,103564.85,CAD,CAN,2024-10-16 02:00:00,CORE_HR
EVT00090239,2024-10-07,EMP03490,CC0026,FI,1,Leave Return,,CAD,CA,2024-10-08 15:00:00,PAYROLL
EVT00091121,2024-10-18,EMP04591,CC0099,EX,1,Leave Return,,CAD,CA,2024-10-18 21:00:00,PAYROLL
EVT00091374,2024-10-24,EMP03546,CC0074,EN,2,Lateral Deployment,,BRL,BRA,2024-10-26 12:00:00,CORE_HR
EVT00091592,2024-10-13,EMP04734,CC0117,IT,1,Performance Pay,4281.24,CAD,CA,2024-10-14 03:00:00,PAYROLL
EVT00090011,2024-10-07,EMP03637,CC0065,EN,5,Step Increment,9119810.04,INR,IND,2024-10-07 15:00:00,CORE_HR
EVT00090375,2024-10-27,EMP03207,CC0116,CR,2,Lateral Deployment,,CAD,CAN,2024-10-27 16:00:00,CORE_HR
EVT00091743,2024-10-26,EMP03786,CC0006,FI,5,Step Increment,126482.52,CAD,CAN,2024-10-26 13:00:00,CORE_HR
EVT00091632,2024-10-10,EMP01232,CC0068,PA,2,Promotion,80446.02,CAD,CA,2024-10-10 17:00:00,PAYROLL
EVT00090480,2024-10-14,EMP03307,CC0037,IT,1,Step Increment,92801.43,CAD,CAN,2024-10-14 08:00:00,CORE_HR
EVT00090866,2024-10-02,EMP04001,CC0048,PA,2,Step Increment,77959.06,CAD,CAN,2024-10-03 08:00:00,CORE_HR
EVT00089971,2024-10-14,EMP01454,CC0041,AS,2,Leave Return,,CAD,CAN,2024-10-15 08:00:00,CORE_HR
EVT00091496,2024-10-23,EMP04715,CC0115,AS,4,Lateral Deployment,,CAD,CAN,2024-10-24 02:00:00,CORE_HR
EVT00090108,2024-10-14,EMP00989,CC0056,EN,4,Lateral Deployment,,CAD,CA,2024-10-14 13:00:00,PAYROLL
EVT00090010,2024-10-07,EMP04186,CC0057,EC,5,Performance Pay,18443.09,CAD,CAN,2024-10-08 06:00:00,CORE_HR
EVT00091431,2024-10-19,EMP04916,CC0025,EX,1,Lateral Deployment,,CAD,CA,2024-10-20 12:00:00,PAYROLL
EVT00090673,2024-10-26,EMP02691,CC0051,AS,2,Performance Pay,8161.41,CAD,CAN,2024-10-27 10:00:00,CORE_HR
EVT00091775,2024-10-23,EMP03880,CC0058,CR,3,Leave Return,,CAD,CAN,2024-10-23 11:00:00,CORE_HR
EVT00091406,2024-10-15,EMP04998,CC0117,EN,3,Step Increment,107160.33,CAD,CAN,2024-10-15 07:00:00,CORE_HR
EVT00091580,2024-10-11,EMP02897,CC0114,AS,1,Leave Return,,CAD,CAN,2024-10-11 21:00:00,CORE_HR
EVT00090305,2024-10-07,EMP02990,CC0022,PA,3,Step Increment,87167.26,CAD,CAN,2024-10-07 18:00:00,CORE_HR
EVT00090530,2024-10-15,EMP00645,CC0076,FI,2,Step Increment,90531.89,CAD,CAN,2024-10-15 18:00:00,CORE_HR
EVT00090659,2024-10-12,EMP03425,CC0090,IT,4,Performance Pay,11641.28,CAD,CA,2024-10-15 04:00:00,PAYROLL
EVT00091058,2024-10-27,EMP01528,CC0094,EX,1,Performance Pay,16807.65,CAD,CAN,2024-10-27 14:00:00,CORE_HR
EVT00090421,2024-10-04,EMP03987,CC0081,CR,1,Lateral Deployment,,CAD,CAN,2024-10-04 17:00:00,CORE_HR
EVT00091096,2024-10-07,EMP00715,CC0064,FI,1,Step Increment,84377.8,CAD,CAN,2024-10-08 00:00:00,CORE_HR
EVT00091265,2024-10-02,EMP05162,CC0032,EC,4,Performance Pay,5893.87,CAD,CA,2024-10-03 09:00:00,PAYROLL
EVT00090773,2024-10-21,EMP03099,CC0034,EN,2,Performance Pay,12771.45,CAD,CAN,2024-10-21 18:00:00,CORE_HR
EVT00090297,2024-10-21,EMP05064,CC0043,AS,5,Step Increment,97259.78,CAD,CAN,2024-10-22 14:00:00,CORE_HR
EVT00090889,2024-10-18,EMP03439,CC0039,IT,3,Performance Pay,5609.37,CAD,CAN,2024-10-21 06:00:00,CORE_HR
EVT00089941,2024-10-04,EMP00688,CC0109,IT,3,Step Increment,113503.53,CAD,CA,2024-10-05 00:00:00,PAYROLL
EVT00090541,2024-10-07,EMP01597,CC0026,IT,1,Leave Start,,CAD,CA,2024-10-07 22:00:00,PAYROLL
EVT00090549,2024-10-05,EMP01817,CC0064,AS,3,Step Increment,68833.21,CAD,CAN,2024-10-05 17:00:00,CORE_HR
EVT00091233,2024-10-02,EMP04824,CC0014,CR,2,Step Increment,58539.8,CAD,CAN,2024-10-02 11:00:00,CORE_HR
EVT00090106,2024-10-18,EMP04473,CC0107,EN,1,Leave Start,,CAD,CAN,2024-10-18 17:00:00,CORE_HR
EVT00090818,2024-10-09,EMP04378,CC0103,EX,1,Leave Return,,CAD,CA,2024-10-09 17:00:00,PAYROLL
EVT00091533,2024-10-25,EMP01245,CC0081,EX,1,Leave Start,,CAD,CA,2024-10-25 19:00:00,PAYROLL
EVT00090228,2024-10-19,EMP01249,CC0095,EX,1,Hire,139647.56,CAD,CAN,2024-10-20 13:00:00,CORE_HR
EVT00090507,2024-10-09,EMP00200,CC0105,AS,2,Leave Return,,GBP,GBR,2024-10-09 14:00:00,CORE_HR
EVT00090046,2024-10-10,EMP03723,CC0054,PA,4,Performance Pay,7784.67,EUR,FRA,2024-10-11 09:00:00,CORE_HR
EVT00090398,2024-10-07,EMP04526,CC0096,PA,2,Leave Start,,CAD,CA,2024-10-07 06:00:00,PAYROLL
EVT00090535,2024-10-15,EMP03457,CC0090,IT,2,Step Increment,106583.96,CAD,CA,2024-10-16 11:00:00,PAYROLL
EVT00091072,2024-10-15,EMP00046,CC0027,PA,2,Performance Pay,9844.16,CAD,CA,2024-10-15 11:00:00,PAYROLL
EVT00090038,2024-10-13,EMP02102,CC0096,AS,5,Leave Start,,CAD,CAN,2024-10-14 04:00:00,CORE_HR
EVT00090699,2024-10-12,EMP01892,CC0076,PA,2,Step Increment,80474.35,CAD,CAN,2024-10-13 00:00:00,CORE_HR
EVT00090177,2024-10-02,EMP01590,CC0011,FI,1,Step Increment,82642.44,CAD,CA,2024-10-03 09:00:00,PAYROLL
EVT00090864,2024-10-10,EMP02424,CC0059,EN,1,Leave Start,,CAD,CAN,2024-10-10 11:00:00,CORE_HR
EVT00091262,2024-10-10,EMP02941,CC0088,IT,3,Performance Pay,23637.04,BRL,BR,2024-10-10 09:00:00,PAYROLL
EVT00089973,2024-10-16,EMP03903,CC0034,FI,4,Step Increment,115221.97,CAD,CA,2024-10-17 00:00:00,PAYROLL
EVT00091065,2024-10-18,EMP03844,CC0058,IT,4,Lateral Deployment,,CAD,CA,2024-10-18 21:00:00,PAYROLL
EVT00090003,2024-10-07,EMP02377,CC0056,FI,4,Step Increment,117212.36,CAD,CAN,2024-10-08 05:00:00,CORE_HR
EVT00089881,2024-10-05,EMP00702,CC0017,FI,1,Promotion,72517.06,CAD,CA,2024-10-05 22:00:00,PAYROLL
EVT00090945,2024-10-03,EMP04321,CC0120,EN,5,Promotion,150824.2,CAD,CA,2024-10-04 05:00:00,PAYROLL
EVT00091422,2024-10-26,EMP01951,CC0082,EN,2,Performance Pay,9295.28,CAD,CA,2024-10-26 11:00:00,PAYROLL
EVT00090190,2024-10-23,EMP02233,CC0017,AS,4,Leave Return,,CAD,CAN,2024-10-23 23:00:00,CORE_HR
EVT00091556,2024-10-19,EMP03479,CC0054,CR,2,Step Increment,7796903.18,KES,KE,2024-10-19 09:00:00,PAYROLL
EVT00090356,2024-10-03,EMP01383,CC0114,CR,2,Step Increment,65067.62,CAD,CA,2024-10-03 14:00:00,PAYROLL
EVT00091232,2024-10-09,EMP04645,CC0085,FI,1,Leave Return,,CAD,CAN,2024-10-10 13:00:00,CORE_HR
EVT00090841,2024-10-25,EMP04763,CC0072,IT,2,Lateral Deployment,,CAD,CA,2024-10-25 15:00:00,PAYROLL
EVT00091770,2024-10-24,EMP01191,CC0031,EC,1,Leave Return,,JPY,JP,2024-10-25 05:00:00,PAYROLL
EVT00091680,2024-10-17,EMP01714,CC0063,PA,3,Step Increment,80564.88,CAD,CA,2024-10-17 13:00:00,PAYROLL
EVT00091040,2024-10-23,EMP03294,CC0055,EN,4,Lateral Deployment,,CAD,CA,2024-10-23 06:00:00,PAYROLL
EVT00090453,2024-10-13,EMP05058,CC0044,PA,2,Step Increment,71035.6,CAD,CAN,2024-10-14 07:00:00,CORE_HR
EVT00090231,2024-10-25,EMP02752,CC0036,PA,3,Lateral Deployment,,CAD,CA,2024-10-25 20:00:00,PAYROLL
EVT00090487,2024-10-09,EMP01510,CC0036,PA,4,Hire,89883.89,CAD,CA,2024-10-10 03:00:00,PAYROLL
EVT00091076,2024-10-09,EMP03826,CC0092,IT,1,Step Increment,91511.84,CAD,CAN,2024-10-10 03:00:00,CORE_HR
EVT00091623,2024-10-11,EMP03409,CC0086,CR,3,Leave Return,,BRL,BR,2024-10-11 11:00:00,PAYROLL
EVT00090717,2024-10-11,EMP02341,CC0117,FI,3,Departure,,CAD,CA,2024-10-11 06:00:00,PAYROLL
EVT00091117,2024-10-01,EMP01568,CC0022,EN,2,Leave Return,,CAD,CA,2024-10-02 07:00:00,PAYROLL
EVT00090904,2024-10-20,EMP01267,CC0012,EC,4,Step Increment,126437.49,CAD,CA,2024-10-20 13:00:00,PAYROLL
EVT00091145,2024-10-27,EMP04050,CC0041,EN,1,Performance Pay,6805.26,CAD,CAN,2024-10-28 13:00:00,CORE_HR
EVT00090902,2024-10-03,EMP03151,CC0076,EC,2,Leave Return,,CAD,CA,2024-10-03 10:00:00,PAYROLL
EVT00090555,2024-10-15,EMP01993,CC0111,FI,2,Performance Pay,18243.03,BRL,BRA,2024-10-16 08:00:00,CORE_HR
EVT00090451,2024-10-01,EMP00815,CC0070,PA,4,Leave Start,,CAD,CA,2024-10-01 08:00:00,PAYROLL
EVT00090017,2024-10-21,EMP00991,CC0017,EN,1,Leave Return,,CAD,CA,2024-10-22 03:00:00,PAYROLL
EVT00090968,2024-10-18,EMP03689,CC0019,EC,4,Lateral Deployment,,CAD,CA,2024-10-19 06:00:00,PAYROLL
EVT00090811,2024-10-27,EMP00099,CC0014,AS,2,Leave Start,,CAD,CAN,2024-10-27 18:00:00,CORE_HR
EVT00090430,2024-10-22,EMP03992,CC0011,CR,1,Step Increment,59166.78,CAD,CAN,2024-10-22 10:00:00,CORE_HR
EVT00090679,2024-10-27,EMP02005,CC0044,IT,3,Departure,,CAD,CA,2024-10-28 06:00:00,PAYROLL
EVT00091725,2024-10-06,EMP01185,CC0119,PA,1,Performance Pay,4322.8,CAD,CAN,2024-10-07 15:00:00,CORE_HR
EVT00091397,2024-10-06,EMP03406,CC0045,EC,5,Leave Start,,CAD,CA,2024-10-06 08:00:00,PAYROLL
EVT00090059,2024-10-02,EMP04823,CC0002,FI,2,Performance Pay,7660.38,CAD,CA,2024-10-03 12:00:00,PAYROLL
EVT00090604,2024-10-10,EMP01770,CC0045,EN,3,Lateral Deployment,,CAD,CAN,2024-10-10 17:00:00,CORE_HR
EVT00090537,2024-10-13,EMP02557,CC0026,EX,2,Departure,,CAD,CA,2024-10-14 07:00:00,PAYROLL
EVT00091658,2024-10-07,EMP02975,CC0033,EX,3,Leave Return,,CAD,CA,2024-10-07 17:00:00,PAYROLL
EVT00090463,2024-10-19,EMP04337,CC0004,EC,3,Promotion,104501.18,CAD,CAN,2024-10-20 07:00:00,CORE_HR
EVT00090588,2024-10-05,EMP01662,CC0019,PA,2,Leave Start,,CAD,CAN,2024-10-05 23:00:00,CORE_HR
EVT00090754,2024-10-03,EMP02713,CC0054,PA,1,Performance Pay,5431.97,GBP,GB,2024-10-04 04:00:00,PAYROLL
EVT00089891,2024-10-13,EMP00253,CC0013,PA,4,Lateral Deployment,,CAD,CA,2024-10-14 00:00:00,PAYROLL
EVT00090780,2024-10-10,EMP02508,CC0113,PA,1,Step Increment,70108.31,CAD,CAN,2024-10-10 19:00:00,CORE_HR
EVT00090067,2024-10-05,EMP04224,CC0006,PA,2,Promotion,80240.93,CAD,CA,2024-10-05 11:00:00,PAYROLL
EVT00091778,2024-10-10,EMP01900,CC0110,AS,1,Step Increment,59637.52,CAD,CAN,2024-10-11 04:00:00,CORE_HR
EVT00090445,2024-10-25,EMP01101,CC0020,PA,1,Departure,,CAD,CA,2024-10-26 01:00:00,PAYROLL
EVT00090419,2024-10-13,EMP04595,CC0094,IT,4,Performance Pay,12955.59,CAD,CA,2024-10-13 22:00:00,PAYROLL
EVT00090888,2024-10-15,EMP05110,CC0066,FI,1,Leave Start,,CAD,CA,2024-10-15 11:00:00,PAYROLL
EVT00091017,1900-01-01,EMP05080,CC0074,FI,1,Step Increment,251101.41,BRL,BR,2024-10-13 10:00:00,PAYROLL
EVT00091445,2024-10-01,EMP02616,CC0076,EC,1,Departure,,CAD,CA,2024-10-01 20:00:00,PAYROLL
EVT00090846,2024-10-18,EMP03567,CC0071,PA,2,Step Increment,55969.76,CAD,CAN,2024-10-18 09:00:00,CORE_HR
EVT00089884,2024-10-03,EMP02511,CC0079,EN,2,Hire,111683.58,CAD,CA,2024-10-03 11:00:00,PAYROLL
EVT00090887,2024-10-07,EMP03926,CC0007,PA,3,Step Increment,82224.19,EUR,FRA,2024-10-07 17:00:00,CORE_HR
EVT00091637,2024-10-05,EMP05085,CC0048,AS,2,Lateral Deployment,,CAD,CA,2024-10-05 21:00:00,PAYROLL
EVT00091582,2024-10-09,EMP01627,CC0064,EC,2,Leave Return,,CAD,CAN,2024-10-09 21:00:00,CORE_HR
EVT00090367,2024-10-04,EMP03754,CC0080,FI,4,Leave Start,,USD,USA,2024-10-05 08:00:00,CORE_HR
EVT00091317,2024-10-19,EMP00444,CC0018,PA,2,Lateral Deployment,,CAD,CAN,2024-10-20 03:00:00,CORE_HR
EVT00091280,2024-10-01,EMP03158,CC0019,PA,2,Leave Start,,CAD,CAN,2024-10-02 10:00:00,CORE_HR
